Nº de inscripción;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios
CV-VUT0034715-V;Vivienda 34715-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL MAESTRO AMBLAR, 72, Pl:01 Pt:B;;03/03/2015;1020525XJ8912A0005EQ;;N;96,00;5;N;2;4;1;1;3
CV-VUT0055707-V;Vivienda 55707-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL VALENCIA, 13, Es:1 Pl:00 Pt:01;;26/06/2024;1019010XJ8911G0002BS;;N;66,00;4;N;2;4;0;0;2
CV-VUT0053292-V;Vivienda 53292-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL CERVANTES, 6, Es:1 Pl:00 Pt:02;;02/08/2023;1710345XJ8911B0002RD;;N;51,00;2;N;1;2;0;0;1
CV-VUT0053523-V;Vivienda 53523-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL SANTO TOMAS, 14, Es:T Pl:OD Pt:OS;;21/09/2023;0818911XJ8901N0001TQ;;N;80,00;6;N;3;6;0;0;3
CV-VUT0051652-V;Vivienda 51652-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL TURIA, 52, Es:T Pl:OD Pt:OS;;13/10/2022;0917306XJ8901H0001LH;;N;243,00;10;N;5;10;0;0;5
CV-VUT0053415-V;Vivienda 53415-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL CARIDAD, 0, Es:4 Pl:02 Pt:01;;31/08/2023;0918203XJ8901H0004LL;;N;;4;N;2;4;0;0;2
CV-VUT0053416-V;Vivienda 53416-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL CARIDAD, 0, Es:3 Pl:02 Pt:01;;31/08/2023;0918203XJ8901H0003KK;;N;;2;N;1;2;0;0;1
CV-VUT0053417-V;Vivienda 53417-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL CARIDAD, 0, Es:2 Pl:01 Pt:01;;31/08/2023;0918203XJ8901H0002JJ;;N;;4;N;2;4;0;0;2
CV-VUT0055456-V;Vivienda 55456-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL MAESTRO AMBLAR, 27, Es:1 Pl:01 Pt:04;;25/05/2024;0920703XJ8902B0004AT;;N;82,00;5;N;2;4;1;1;3
CV-VUT0052663-V;Vivienda 52663-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL VALENCIA, 9, Es:1 Pl:02 Pt:03;;24/05/2023;1019011XJ8911G0003UD;;N;69,00;4;N;2;4;0;0;2
CV-VUT0030582-V;Vivienda 30582-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL MAESTRO AMBLAR, 62, Es:1 Pl:01 Pt:01;;29/11/2005;1020519XJ8912A0002LZ;;N;73,00;4;N;2;4;0;0;2
CV-VUT0030583-V;Vivienda 30583-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL MAESTRO AMBLAR, 62, Es:1 Pl:02 Pt:01;;29/11/2005;1020519XJ8912A0003BX;;N;73,00;4;N;2;4;0;0;2
CV-VUT0030581-V;Vivienda 30581-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL MAESTRO AMBLAR, 62, Es:1 Pl:03 Pt:01;;29/11/2005;1020519XJ8912A0004ZM;;N;51,00;2;N;1;2;0;0;1
CV-VUT0034716-V;Vivienda 34716-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL MAESTRO AMBLAR, 72, Pl:02 Pt:B;;03/03/2015;1020525XJ8912A0008YR;;N;96,00;5;N;2;4;1;1;3
CV-VUT0038819-V;Vivienda 38819-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL FERNANDO CATOLICO, 12A, Es:T Pl:OD Pt:OS;;04/01/2017;1707333XJ8910G0001FJ;;N;69,00;7;N;3;6;1;1;4
CV-VUT0035939-V;Vivienda 35939-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL CASTILLO, 8, Pl:00 Pt:01;;10/03/2016;0819203XJ8901H0004OL;;N;25,00;5;N;2;4;1;1;3
CV-VUT0053424-V;Vivienda 53424-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL ENSEÑANZA (DE LA), 1, Es:T Pl:OD Pt:OS;;04/09/2023;0918616XJ8901H0001UH;;N;264,00;6;N;3;6;0;0;3
CV-VUT0054320-V;Vivienda 54320-V;VALENCIA/VALÈNCIA;CHULILLA;46167;AV ERMITA, 8, Es:1 Pl:02 Pt:02;;29/01/2024;1710360XJ8911B0006BJ;;N;;6;N;3;6;0;0;3
CV-VUT0053958-V;Vivienda 53958-V;VALENCIA/VALÈNCIA;CHULILLA;46167;AV ERMITA, 8, Es:1 Pl:02 Pt:01;;29/11/2023;1710360XJ8911B0005LH;;N;;6;N;3;6;0;0;3
CV-VUT0055451-V;Vivienda 55451-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL MAESTRO AMBLAR, 27, Es:1 Pl:02 Pt:05;;24/05/2024;0920703XJ8902B0005SY;;N;60,00;4;N;2;4;0;0;2
CV-VUT0043466-V;Vivienda 43466-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL SANTA BARBARA, 3, Es:T Pl:OD Pt:OS;;31/10/2017;0919925XJ8901H0001OH;;N;99,00;4;N;2;4;0;0;2
CV-VUT0042254-V;Vivienda 42254-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL LEPANTO, 15A, Es:1 Pl:00 Pt:05;;16/08/2017;1708506XJ8910H0005UU;;N;123,00;6;N;3;6;0;0;3
CV-VUT0042343-V;Vivienda 42343-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL BUENAVISTA, 7, Es:T Pl:OD Pt:OS;;28/08/2017;0817306XJ8901H0001RH;;N;162,00;7;N;3;6;1;1;4
CV-VUT0047532-V;APARTAMENTO LOS NARCISOS;VALENCIA/VALÈNCIA;CHULILLA;46167;AV ERMITA, 8, Es:1 Pl:01 Pt:02;WWW.LOSNARCISOSCHULILLA.COM;23/04/2019;1710360XJ8911B0004KG;46026000563187;N;91,00;6;N;3;6;0;0;3
CV-VUT0045740-V;Vivienda 45740-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL MAESTRO AMBLAR, 14A, Es:T Pl:OD Pt:OS;;17/11/2017;0919505XJ8901H0001TH;;N;64,00;4;N;2;4;0;0;2
CV-VUT0046987-V;Vivienda 46987-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL LOBO, 7, Es:T Pl:OD Pt:OS;;25/01/2019;0918306XJ8901H0001QH;;N;172,00;6;N;3;6;0;0;3
CV-VUT0046988-V;Vivienda 46988-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL LOBO, 9, Es:1 Pl:00 Pt:01;;25/01/2019;0918305XJ8901H0001GH;;N;82,00;5;N;2;4;1;1;3
CV-VUT0043682-V;Vivienda 43682-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL CARIDAD, 4, Es:1 Pl:00 Pt:01;;26/04/2018;0918613XJ8901H0001EH;;N;75,00;4;N;2;4;0;0;2
CV-VUT0046571-V;Vivienda 46571-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL SAN JOSE, 2, Es:T Pl:OD Pt:OS;;02/11/2018;0918001XJ8901H0001DH;;S;136,00;5;N;2;4;1;1;3
CV-VUT0048875-V;Vivienda 48875-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL ABADIA, 6B, Es:1 Pl:01 Pt:01;;09/01/2020;0919911XJ8901H0003RK;;N;76,00;2;N;1;2;0;0;1
CV-VUT0048711-V;Vivienda 48711-V;VALENCIA/VALÈNCIA;CHULILLA;46167;PZ BARONIA, 16, Es:T Pl:OD Pt:OS;;15/11/2019;1019015XJ8911G0001KA;;N;424,00;3;N;1;2;1;1;2
CV-VUT0047143-V;Vivienda 47143-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL VENERABLE JOSE CERVERA, 40, Es:T Pl:OD Pt:OS;;15/02/2019;0819307XJ8901H0001MH;;S;207,00;9;N;4;8;1;1;5
CV-VUT0046674-V;Vivienda 46674-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL FERNANDO CATOLICO 26 46167 CHULILLA (VALENCIA);;09/11/2018;1707314XJ8910E0001SX;;N;278,00;8;N;4;8;0;0;4
CV-VUT0046997-V;Vivienda 46997-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL ARRABAL, 17, Es:T Pl:OD Pt:OS;;28/01/2019;0918515XJ8901H0001JH;;N;119,00;8;N;4;8;0;0;4
CV-VUT0048889-V;Vivienda 48889-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL JAIME I EL CONSQUISTADOR, 11, Es:S Pl:UE Pt:LO;;13/01/2020;1020901XJ8912A0001FB;;S;;5;N;2;4;1;1;3
CV-VUT0047144-V;Vivienda 47144-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL ISABEL CATOLICA, 5, Es:1 Pl:01 Pt:03;;15/02/2019;1707325XJ8910G0005LZ;;S;52,00;3;N;1;2;1;1;2
CV-VUT0048747-V;Vivienda 48747-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL TURIA, 50, Es:T Pl:OD Pt:OS;;25/11/2019;0917305XJ8901H0001PH;;N;165,00;5;N;2;4;1;1;3
CV-VUT0049710-V;Vivienda 49710-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL ISABEL CATOLICA, 1, Es:1 Pl:01 Pt:01;;27/01/2021;1707325XJ8910G0003JL;;N;73,00;5;N;2;4;1;1;3
CV-VUT0049915-V;Vivienda 49915-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL CASTILLO, 22, Es:T Pl:OD Pt:OS;;23/04/2021;0818303XJ8901H0001TH;;S;92,00;6;N;3;6;0;0;3
CV-VUT0052853-V;Vivienda 52853-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL TURIA, 11, Es:T Pl:OD Pt:OS;;12/06/2023;0918901XJ8901H0001EH;;N;146,00;4;N;2;4;0;0;2
CV-VUT0052061-V;Vivienda 52061-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL SANTO TOMAS, 28, Es:T Pl:OD Pt:OS;;01/03/2023;0817314XJ8901H0001EH;;N;181,00;5;N;2;4;1;1;3
CV-VUT0054523-V;Vivienda 54523-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL FUENTE LA MAZA, 18, Es:T Pl:OD Pt:OS;;14/02/2024;1710325XJ8911B0001GS;;N;407,00;12;N;6;12;0;0;6
CV-VUT0053943-V;Vivienda 53943-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL SAN ANTONIO, 7, Es:T Pl:OD Pt:OS;;28/11/2023;0818703XJ8901H0001ZH;;N;;6;N;3;6;0;0;3
CV-VUT0051800-V;Vivienda 51800-V;VALENCIA/VALÈNCIA;CHULILLA;46167;CL SAN JOSE, 22, Es:T Pl:OD Pt:OS;;29/11/2022;0918704XJ8901H0001XH;;N;137,00;4;N;2;4;0;0;2
