Nº de inscripción;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios
CV-VUT0050461-V;Vivienda 50461-V;VALENCIA/VALÈNCIA;PUÇOL;46530;AV HOSTALETS, 60, Es:1 Pl:03 Pt:08;;30/09/2021;1088349YJ3818N0008LP;;N;115,00;6;N;3;6;0;0;3
CV-VUT0058773-V;;VALENCIA/VALÈNCIA;PUÇOL;46530;CL LA FONT, 26, Es:T Pl:OD Pt:OS;;14/07/2025;1488518YJ3818N0001BE;;N;75,00;4;N;2;4;0;0;2
CV-VUT0056735-V;Vivienda 56735-V;VALENCIA/VALÈNCIA;PUÇOL;46530;CL MIAJADAS, 20, Es:B Pl:00 Pt:03;;22/11/2024;1484511YJ3818N0014HD;;N;110,00;6;N;3;6;0;0;3
CV-VUT0055770-V;Vivienda 55770-V;VALENCIA/VALÈNCIA;PUÇOL;46530;CL CANYARS DELS, 10, Es:1 Pl:00 Pt:01;;03/07/2024;4573105YJ3847S1001ZR;;N;117,00;4;N;2;4;0;0;2
CV-VUT0034719-V;Vivienda 34719-V;VALENCIA/VALÈNCIA;PUÇOL;46530;CL RIU TURIA, 36, Es:C Pl:00 Pt:04;;23/02/2015;4573101YJ3847S0011JD;;N;97,00;4;N;2;4;0;0;2
CV-VUT0053216-V;Vivienda 53216-V;VALENCIA/VALÈNCIA;PUÇOL;46530;AV PESCADORS, 70, Es:T Pl:OD Pt:OS;;21/07/2023;4672302YJ3847S0001FY;;N;105,00;4;N;2;4;0;0;2
CV-VUT0052981-V;Vivienda 52981-V;VALENCIA/VALÈNCIA;PUÇOL;46530;CL RIU TURIA, 34, Bloque:1 Es:1 Pl:00 Pt:02;;26/06/2023;4471604YJ3847S0002PU;;N;109,00;4;N;2;4;0;0;2
CV-VUT0056324-V;Vivienda 56324-V;VALENCIA/VALÈNCIA;PUÇOL;46530;CL BARRANCO PUIG, 5, Es:1 Pl:00 Pt:11;;16/09/2024;4570810YJ3847S0014KH;;N;104,00;4;N;2;4;0;0;2
CV-VUT0053006-V;Vivienda 53006-V;VALENCIA/VALÈNCIA;PUÇOL;46530;CL LA MARINA BAIXA (ALF), 1, Es:1 Pl:00 Pt:12;;26/06/2023;8101166YJ2980S0012JL;;N;256,00;8;N;4;8;0;0;4
CV-VUT0056838-V;Vivienda 56838-V;VALENCIA/VALÈNCIA;PUÇOL;46530;CL RIU XUQUER, 63, Bloque:3 Es:1 Pl:00 Pt:01;;10/12/2024;4677603YJ3847N0018TS;;N;48,00;2;N;1;2;0;0;1
CV-VUT0053276-V;Vivienda 53276-V;VALENCIA/VALÈNCIA;PUÇOL;46530;CL RIU TURIA, 38, Es:1 Pl:01 Pt:20;;17/07/2023;4573102YJ3847S0020OL;;N;100,00;4;N;2;4;0;0;2
