Nº de inscripción;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios
CV-VUT0049217-V;Vivienda 49217-V;VALENCIA/VALÈNCIA;BARX;46758;CL PICAIO DEL, 8A, Es:T Pl:OD Pt:OS;;08/06/2020;5112407YJ3251S0001ZH;;N;251,00;8;N;4;8;0;0;4
CV-VUT0058764-V;Dreamwave vacations SL;VALENCIA/VALÈNCIA;BARX;46758;CL MONDUVER, 12, Bloque:A Es:T Pl:OD Pt:OS;;10/07/2025;5414109YJ3251S0001DH;;N;248,00;6;N;3;6;0;0;3
CV-VUT0056660-V;Vivienda 56660-V;VALENCIA/VALÈNCIA;BARX;46758;CL JOAN FUSTER, 3, Es:1 Pl:02 Pt:C3;;26/11/2024;3820104YJ3232S0006XU;;N;155,00;6;N;3;6;0;0;3
CV-VUT0052648-V;Vivienda 52648-V;VALENCIA/VALÈNCIA;BARX;46758;CL BOU DEL, 14, Bloque:A Es:T Pl:OD Pt:OS;;18/05/2023;4912112YJ3241S0001LS;;N;352,00;12;N;6;12;0;0;6
CV-VUT0052142-V;Vivienda 52142-V;VALENCIA/VALÈNCIA;BARX;46758;CL PALMERES LES, 3, Es:T Pl:OD Pt:OS;;13/03/2023;5808224YJ3250N0001TF;;N;200,00;6;N;3;6;0;0;3
CV-VUT0039596-V;Vivienda 39596-V;VALENCIA/VALÈNCIA;BARX;46758;CL CAP DEL MORO, 4, Es:1 Pl:00 Pt:01;;03/03/2017;5011901YJ3251S0006KZ;;N;539,00;14;N;7;14;0;0;7
CV-VUT0035881-V;Vivienda 35881-V;VALENCIA/VALÈNCIA;BARX;46758;PL POLIGONO 07, 51, Es:T Pl:OD Pt:OS;;02/03/2016;46046A007000510001BH;;N;181,00;6;N;3;6;0;0;3
CV-VUT0053834-V;Vivienda 53834-V;VALENCIA/VALÈNCIA;BARX;46758;CL SOLANA, 12, Bloque:A Es:T Pl:OD Pt:OS;;09/11/2023;5610103YJ3251S0001GH;;N;253,00;8;N;4;8;0;0;4
CV-VUT0055334-V;Vivienda 55334-V;VALENCIA/VALÈNCIA;BARX;46758;CL COVA DE L'AIRE, 10, Es:T Pl:OD Pt:OS;;22/05/2024;5414115YJ3251S0001JH;;N;161,00;6;N;3;6;0;0;3
CV-VUT0041187-V;Vivienda 41187-V;VALENCIA/VALÈNCIA;BARX;46758;DS DISEMINADO, 261, Es:T Pl:OD Pt:OS;;05/05/2017;000330800YJ32A0001IR;;N;279,00;8;N;4;8;0;0;4
CV-VUT0049996-V;Vivienda 49996-V;VALENCIA/VALÈNCIA;BARX;46758;CL ALT, 4, Es:1 Pl:02 Pt:09;;21/05/2021;3820110YJ3232S0043TO;;N;54,00;1;N;0;0;1;1;1
CV-VUT0054716-V;Vivienda 54716-V;VALENCIA/VALÈNCIA;BARX;46758;CL SOLANA, 16, Es:T Pl:OD Pt:OS;;21/03/2024;5610109YJ3251S0001MH;;N;343,00;10;N;5;10;0;0;5
CV-VUT0045683-V;Vivienda 45683-V;VALENCIA/VALÈNCIA;BARX;46758;CL L'ESPARTEROLA, 12, Es:T Pl:OD Pt:OS;;17/07/2018;4712412YJ3241S0001QS;;N;128,00;6;N;3;6;0;0;3
CV-VUT0043413-V;Vivienda 43413-V;VALENCIA/VALÈNCIA;BARX;46758;CL SIMA, 7, Es:1 Pl:00 Pt:02;;25/10/2017;5111904YJ3251S0002PJ;;N;239,00;8;N;4;8;0;0;4
CV-VUT0046790-V;Vivienda 46790-V;VALENCIA/VALÈNCIA;BARX;46758;CL MASIANET, 2, Es:1 Pl:00 Pt:B;;03/07/2018;5112103YJ3251S0002BJ;;N;200,00;8;N;4;8;0;0;4
CV-VUT0045191-V;Vivienda 45191-V;VALENCIA/VALÈNCIA;BARX;46758;CL CAP DEL MORO, 16, Es:T Pl:OD Pt:OS;;24/06/2018;5013319YJ3251S0001LH;;N;389,00;10;N;5;10;0;0;5
CV-VUT0045689-V;Vivienda 45689-V;VALENCIA/VALÈNCIA;BARX;46758;CL XALO, 13, Bloque:A Es:T Pl:OD Pt:OS;;17/07/2018;5209506YJ3250N0001IF;;S;221,00;8;N;4;8;0;0;4
CV-VUT0046934-V;Vivienda 46934-V;VALENCIA/VALÈNCIA;BARX;46758;CL ALT, 4, Es:1 Pl:01 Pt:03;;11/05/2018;3820110YJ3232S0037WY;;N;120,00;6;N;3;6;0;0;3
CV-VUT0046885-V;Vivienda 46885-V;VALENCIA/VALÈNCIA;BARX;46758;CL SOLANA, 3, Es:T Pl:OD Pt:OS;;14/12/2018;5210907YJ3251S0001MH;;N;281,00;6;N;3;6;0;0;3
CV-VUT0049987-V;Vivienda 49987-V;VALENCIA/VALÈNCIA;BARX;46758;CL BOTIFARRO, 8, Es:T Pl:OD Pt:OS;;21/05/2021;5313508YJ3251S0001MH;;N;187,00;6;N;3;6;0;0;3
CV-VUT0049433-V;Vivienda 49433-V;VALENCIA/VALÈNCIA;BARX;46758;CL PICAIO DEL, 6A, Bloque:1 Es:1 Pl:00 Pt:A;;23/07/2020;5112401YJ3251S0003GK;;N;237,00;8;N;4;8;0;0;4
CV-VUT0049434-V;Vivienda 49434-V;VALENCIA/VALÈNCIA;BARX;46758;AV LLUIS PERICOT, 86, Es:1 Pl:00 Pt:01;;23/07/2020;5607301YJ3250N0003UH;;N;253,00;8;N;4;8;0;0;4
CV-VUT0052114-V;Vivienda 52114-V;VALENCIA/VALÈNCIA;BARX;46758;CL SANT PERE, 16, Es:T Pl:OD Pt:OS;;09/03/2023;3720116YJ3232S0001FW;;N;143,00;4;N;2;4;0;0;2
CV-VUT0054513-V;Vivienda 54513-V;VALENCIA/VALÈNCIA;BARX;46758;CL ALIACRA, 9, Es:T Pl:OD Pt:OS;;27/02/2024;4714621YJ3241S0001RS;;N;197,00;6;N;3;6;0;0;3
CV-VUT0053501-V;Vivienda 53501-V;VALENCIA/VALÈNCIA;BARX;46758;CL CARENA, 6, Es:T Pl:OD Pt:OS;;19/09/2023;5216213YJ3251N0001YI;;N;279,00;8;N;4;8;0;0;4
CV-VUT0054356-V;Vivienda 54356-V;VALENCIA/VALÈNCIA;BARX;46758;CL L'ESPARTEROLA, 30, Es:T Pl:OD Pt:OS;;01/02/2024;5013304YJ3251S0001EH;;N;553,00;12;N;6;12;0;0;6
CV-VUT0052430-V;Vivienda 52430-V;VALENCIA/VALÈNCIA;BARX;46758;CL PARPALLO, 7, Bloque:A Es:T Pl:OD Pt:OS;;28/04/2023;5808206YJ3250N0001SF;;N;297,00;6;N;3;6;0;0;3
CV-VUT0052834-V;Vivienda 52834-V;VALENCIA/VALÈNCIA;BARX;46758;CL TOSSAL DEL, 3, Es:T Pl:OD Pt:OS;;01/06/2023;4814202YJ3241S0001QS;;N;93,00;5;N;2;4;1;1;3
CV-VUT0058357-V;Jaime Soler;VALENCIA/VALÈNCIA;BARX;46758;CL FALCO, 1, Es:T Pl:OD Pt:OS;;21/05/2025;5808223YJ3250N0001LF;;N;130,00;3;N;0;0;3;3;3
