Nº de inscripción;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios
CV-VUT0049421-V;Vivienda 49421-V;VALENCIA/VALÈNCIA;BOLBAITE;46822;CL SANTA CECILIA, 14, Es:T Pl:OD Pt:OS;;24/07/2020;1463214YJ0216C0001GA;;N;224,00;8;N;4;8;0;0;4
CV-VUT0056326-V;Vivienda 56326-V;VALENCIA/VALÈNCIA;BOLBAITE;46822;CL CALVARIO, 53, Es:T Pl:OD Pt:OS;;16/09/2024;1463502YJ0216C0001GA;;S;238,00;10;N;5;10;0;0;5
CV-VUT0054860-V;Vivienda 54860-V;VALENCIA/VALÈNCIA;BOLBAITE;46822;CL CALVARIO, 43, Es:T Pl:OD Pt:OS;;05/04/2024;1463507YJ0216C0001FA;;N;152,00;4;N;2;4;0;0;2
CV-VUT0055377-V;Vivienda 55377-V;VALENCIA/VALÈNCIA;BOLBAITE;46822;CL HONDA, 19, Es:1 Pl:00 Pt:D1;;24/05/2024;1364617YJ0216C1001MO;;N;40,00;2;N;1;2;0;0;1
CV-VUT0055379-V;Vivienda 55379-V;VALENCIA/VALÈNCIA;BOLBAITE;46822;CL HONDA, 19, Es:1 Pl:01 Pt:D2;;24/05/2024;1364617YJ0216C0002ES;;N;40,00;2;N;1;2;0;0;1
CV-VUT0048755-V;Vivienda 48755-V;VALENCIA/VALÈNCIA;BOLBAITE;46822;CL SAN JOSE, 17, Es:T Pl:OD Pt:OS;;28/11/2019;1361215YJ0216A0001XH;;N;171,00;6;N;3;6;0;0;3
CV-VUT0049055-V;Vivienda 49055-V;VALENCIA/VALÈNCIA;BOLBAITE;46822;CL CASTILLO DEL, 33, Es:T Pl:OD Pt:OS;;19/02/2020;1265311YJ0216E0001KY;;N;131,00;4;N;2;4;0;0;2
CV-VUT0052357-V;Vivienda 52357-V;VALENCIA/VALÈNCIA;BOLBAITE;46822;CL SAN JUAN, 15, Es:T Pl:OD Pt:OS;;18/04/2023;1262601YJ0216A0001ZH;;N;236,00;6;N;3;6;0;0;3
CV-VUT0050363-V;Vivienda 50363-V;VALENCIA/VALÈNCIA;BOLBAITE;46822;CL HONDA, 21, Es:T Pl:OD Pt:OS;;16/08/2021;1364616YJ0216C0001HA;;N;120,00;3;N;1;2;1;1;2
CV-VUT0057244-V;;VALENCIA/VALÈNCIA;BOLBAITE;46822;CL HONDA, 32, Es:T Pl:OD Pt:OS;;03/02/2025;1364510YJ0216C0001RA;;N;410,00;12;N;6;12;0;0;6
CV-VUT0057388-V;CASA EL CATORCE;VALENCIA/VALÈNCIA;BOLBAITE;46822;TR CATORCE DEL, 18;;17/02/2025;1259807YJ0215G0001FU;;N;222,00;10;N;5;10;0;0;5
CV-VUT0048635-V;Vivienda 48635-V;VALENCIA/VALÈNCIA;BOLBAITE;46822;CL SAN JUAN, 2, Es:T Pl:OD Pt:OS;;13/10/2019;1263609YJ0216C0001YA;;N;411,00;6;N;3;6;0;0;3
CV-VUT0056068-V;Vivienda 56068-V;VALENCIA/VALÈNCIA;BOLBAITE;46822;CL PAZ LA, 7, Es:T Pl:OD Pt:OS;;29/07/2024;1261023YJ0216A0001ZH;;N;621,00;7;N;3;6;1;1;4
