Nº de inscripción;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios
CV-VUT0055706-V;Vivienda 55706-V;VALENCIA/VALÈNCIA;TURÍS;46389;UR ALTURY  3, 23, Es:S Pl:UE Pt:LO;;26/06/2024;8652601XJ9585S0001XO;;N;;4;N;2;4;0;0;2
CV-VUT0055511-V;Vivienda 55511-V;VALENCIA/VALÈNCIA;TURÍS;46389;CL ALCACER, 64, Es:1 Pl:00 Pt:04;;28/05/2024;6473103XJ9662N0004LL;;N;141,00;5;N;2;4;1;1;3
CV-VUT0054916-V;Vivienda 54916-V;VALENCIA/VALÈNCIA;TURÍS;46389;UR ALTURY 15, 29, Es:T Pl:OD Pt:OS;;12/04/2024;9056905XJ9585N0001DQ;;N;94,00;6;N;3;6;0;0;3
CV-VUT0055325-V;Vivienda 55325-V;VALENCIA/VALÈNCIA;TURÍS;46389;UR ALTURY 29, 5, Es:T Pl:OD Pt:OS;;21/05/2024;7960809XJ9676S0001ZR;;N;230,00;6;N;3;6;0;0;3
CV-VUT0055802-V;Vivienda 55802-V;VALENCIA/VALÈNCIA;TURÍS;46389;UR ALTURY 25, 7, Es:T Pl:OD Pt:OS;;03/07/2024;8452418XJ9585S0001KO;;N;424,00;16;N;8;16;0;0;8
CV-VUT0040857-V;Vivienda 40857-V;VALENCIA/VALÈNCIA;TURÍS;46389;UR ALTURY 19, 1, Es:T Pl:OD Pt:OS;;09/05/2017;8755801XJ9585N0001FQ;;N;147,00;6;N;3;6;0;0;3
CV-VUT0042271-V;Vivienda 42271-V;VALENCIA/VALÈNCIA;TURÍS;46389;UR PARIDERA 16, 12, Es:T Pl:OD Pt:OS;;14/08/2017;0832995YJ0603S0001PF;;N;290,00;11;N;5;10;1;1;6
CV-VUT0047472-V;Vivienda 47472-V;VALENCIA/VALÈNCIA;TURÍS;46389;UR MONTUR  9, 11A, Es:T Pl:OD Pt:OS;;29/03/2019;5730320YJ0653S0001MA;;N;97,00;6;N;3;6;0;0;3
CV-VUT0046304-V;Vivienda 46304-V;VALENCIA/VALÈNCIA;TURÍS;46389;UR ALTURY 18, 11, Es:T Pl:OD Pt:OS;;28/03/2018;8855333XJ9585N0001OQ;;N;150,00;6;N;3;6;0;0;3
CV-VUT0048432-V;Vivienda 48432-V;VALENCIA/VALÈNCIA;TURÍS;46389;UR ALTURY 29, 11, Es:T Pl:OD Pt:OS;;06/09/2019;8851419XJ9585S0001DO;;N;300,00;8;N;4;8;0;0;4
CV-VUT0048961-V;Vivienda 48961-V;VALENCIA/VALÈNCIA;TURÍS;46389;UR ALTURY  2, 22, Es:T Pl:OD Pt:OS;;16/01/2020;8351711XJ9585S0001HO;;N;226,00;5;N;2;4;1;1;3
CV-VUT0046689-V;Vivienda 46689-V;VALENCIA/VALÈNCIA;TURÍS;46389;DS DISEMINADO P 31, 128, Es:T Pl:OD Pt:OS;;19/06/2018;000900300XJ96B0001RQ;;N;155,00;8;N;4;8;0;0;4
CV-VUT0049766-V;Vivienda 49766-V;VALENCIA/VALÈNCIA;TURÍS;46389;UR ALTURY 18, 29, Es:T Pl:OD Pt:OS;;01/03/2021;8855324XJ9585S0001QO;;N;528,00;8;N;4;8;0;0;4
CV-VUT0049859-V;Vivienda 49859-V;VALENCIA/VALÈNCIA;TURÍS;46389;UR ALTURY 22, 6, Es:T Pl:OD Pt:OS;;31/03/2021;8960230XJ9586S0001EE;;N;276,00;8;N;4;8;0;0;4
CV-VUT0048404-V;Vivienda 48404-V;VALENCIA/VALÈNCIA;TURÍS;46389;CL HELECHOS, LOS, 13, Es:B Pl:00 Pt:02;;12/08/2019;6843454YJ0664S0002OP;;N;138,00;6;N;3;6;0;0;3
CV-VUT0052950-V;Vivienda 52950-V;VALENCIA/VALÈNCIA;TURÍS;46389;CL LEPANTO, 50, Es:T Pl:OD Pt:OS;;22/06/2023;7526831XJ9672N0001FB;;N;48,00;4;N;2;4;0;0;2
CV-VUT0051760-V;Vivienda 51760-V;VALENCIA/VALÈNCIA;TURÍS;46389;CL RAMON Y CAJAL, 15, Es:T Pl:OD Pt:OS;;16/11/2022;7227404XJ9672N0001EB;;N;1.035,00;8;N;4;8;0;0;4
CV-VUT0051776-V;Vivienda 51776-V;VALENCIA/VALÈNCIA;TURÍS;46389;UR ALTURY 10, 40, Es:T Pl:OD Pt:OS;;22/11/2022;8259164XJ9585N0001FQ;;N;378,00;8;N;4;8;0;0;4
