Nº de inscripción;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios
CV-VUT0049901-V;Vivienda 49901-V;VALENCIA/VALÈNCIA;ALBAIDA;46860;AV FIRA DE LA, 26, Es:1 Pl:02 Pt:06;;27/04/2021;5420305YJ1052A0009IB;;N;140,00;6;N;3;6;0;0;3
CV-VUT0047892-V;Vivienda 47892-V;VALENCIA/VALÈNCIA;ALBAIDA;46860;CL ALEJANDRO BATALLER D', 11, Es:T Pl:OD Pt:OS;;12/06/2019;5819608YJ1051H0001JS;;N;184,00;8;N;4;8;0;0;4
