Nº de inscripción;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios
CV-VUT0058312-V;LA CASA DE SONIA;VALENCIA/VALÈNCIA;PAIPORTA;46200;CL CATARROJA, 9, Es:1 Pl:01 Pt:02;;18/05/2025;2575501YJ2627N0006GL;;N;67,00;6;N;3;6;0;0;3
CV-VUT0056016-V;Vivienda 56016-V;VALENCIA/VALÈNCIA;PAIPORTA;46200;CL DÑA. CLARA CAMPOAMOR, 2, Es:1 Pl:04 Pt:19;;25/07/2024;2173708YJ2627S0019EF;;N;52,00;2;N;1;2;0;0;1
CV-VUT0052163-V;Vivienda 52163-V;VALENCIA/VALÈNCIA;PAIPORTA;46200;CL PAISES BAJOS, 21, Es:2 Pl:02 Pt:12;;15/03/2023;3081102YJ2638S0025BG;;N;178,00;6;N;3;6;0;0;3
CV-VUT0051362-V;Vivienda 51362-V;VALENCIA/VALÈNCIA;PAIPORTA;46200;CL VIRGEN DE LOS DESAMPARADO, 2B, Es:T Pl:OD Pt:OS;;23/06/2022;2276123YJ2627N0001YF;46068000120731;N;219,00;8;N;4;8;0;0;4
CV-VUT0056073-V;Vivienda 56073-V;VALENCIA/VALÈNCIA;PAIPORTA;46200;CL CONVENT, 34, Es:1 Pl:02 Pt:02;;30/07/2024;2375408YJ2627N0003KH;;N;152,00;6;N;3;6;0;0;3
CV-VUT0040927-V;Vivienda 40927-V;VALENCIA/VALÈNCIA;PAIPORTA;46200;CL COLON, 49, Es:1 Pl:01 Pt:01;;18/05/2017;2473301YJ2627S0013OI;;N;118,00;6;N;3;6;0;0;3
CV-VUT0046094-V;Vivienda 46094-V;VALENCIA/VALÈNCIA;PAIPORTA;46200;CL CATARROJA, 22, Es:1 Pl:03 Pt:09;;23/03/2018;2573109YJ2627S0013LI;;N;53,00;4;N;2;4;0;0;2
CV-VUT0053666-V;Vivienda 53666-V;VALENCIA/VALÈNCIA;PAIPORTA;46200;CL BALMES, 15, Es:1 Pl:02 Pt:02;;06/10/2023;2177604YJ2627N0003HH;;N;65,00;4;N;1;2;2;2;3
CV-VUT0051620-V;Vivienda 51620-V;VALENCIA/VALÈNCIA;PAIPORTA;46200;PZ LUXEMBURGO, 6, Es:3 Pl:01 Pt:05;;28/09/2022;3181201YJ2638S0020WP;;N;124,00;6;N;3;6;0;0;3
CV-VUT0053304-V;Vivienda 53304-V;VALENCIA/VALÈNCIA;PAIPORTA;46200;CL MUSEROS, 19, Es:1 Pl:03 Pt:05;;04/08/2023;3181401YJ2638S0005QQ;;N;163,00;6;N;3;6;0;0;3
CV-VUT0041097-V;Vivienda 41097-V;VALENCIA/VALÈNCIA;PAIPORTA;46200;CL DR FLEMING, 9, Es:1 Pl:02 Pt:10;;14/05/2017;2580409YJ2628S0011EM;;N;132,00;5;N;2;4;1;1;3
CV-VUT0055856-V;Vivienda 55856-V;VALENCIA/VALÈNCIA;PAIPORTA;46200;CL BALMES, 15, Es:1 Pl:03 Pt:03;;10/07/2024;2177604YJ2627N0004JJ;;N;51,00;3;N;1;2;1;1;2
