Nº de inscripción;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios
CV-VUT0044570-V;Vivienda 44570-V;VALENCIA/VALÈNCIA;ALMÀSSERA;46132;CL COLON, 47, Es:1 Pl:03 Pt:10;;31/05/2018;7469606YJ2876N0024LZ;;N;112,00;6;N;3;6;0;0;3
CV-VUT0045335-V;Vivienda 45335-V;VALENCIA/VALÈNCIA;ALMÀSSERA;46132;CL PAU LA, 1, Es:3 Pl:04 Pt:16;;30/06/2018;7468501YJ2776G0095GE;;N;130,00;4;N;2;4;0;0;2
