Nº de inscripción;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios
CV-VUT0057783-V;;VALENCIA/VALÈNCIA;ADOR;46729;CL TARONGER, 6, Bloque:1 Pt:04;;25/03/2025;1094455YJ4019S0004GE;;N;51,00;3;N;1;2;1;1;2
CV-VUT0050608-V;Vivienda 50608-V;VALENCIA/VALÈNCIA;ADOR;46729;CL ROURE, 50, Es:T Pl:OD Pt:OS;;14/01/2022;1293802YJ4019S0001PM;;N;314,00;6;N;3;6;0;0;3
CV-VUT0056687-V;Vivienda 56687-V;VALENCIA/VALÈNCIA;ADOR;46729;CL ALBER, 24, Es:T Pl:OD Pt:OS;;15/11/2024;0892143YJ4009S0001HL;;N;217,00;6;N;3;6;0;0;3
CV-VUT0035168-V;Vivienda 35168-V;VALENCIA/VALÈNCIA;ADOR;46729;PD QUINTANES, 15, Bloque:A Es:T Pl:OD Pt:OS;;19/06/2015;0513911YJ4101S0001RE;;N;181,00;6;N;3;6;0;0;3
CV-VUT0057154-V;Vivienda 57154-V;VALENCIA/VALÈNCIA;ADOR;46729;CL EUCALIPTUS, 31, Es:1 Pl:00 Pt:16;;24/01/2025;0994801YJ4009S0016KI;;N;99,00;6;N;3;6;0;0;3
CV-VUT0036619-V;Vivienda 36619-V;VALENCIA/VALÈNCIA;ADOR;46729;CL CALVARI, 6, Bloque:A Es:T Pl:OD Pt:OS;;21/06/2016;0715704YJ4101N0001MK;;N;237,00;8;N;4;8;0;0;4
CV-VUT0056237-V;Vivienda 56237-V;VALENCIA/VALÈNCIA;ADOR;46729;CL CALVARI, 3, Bloque:A Es:T Pl:OD Pt:OS;;14/08/2024;0716703YJ4101N0001LK;;N;138,00;4;N;2;4;0;0;2
CV-VUT0054582-V;Vivienda 54582-V;VALENCIA/VALÈNCIA;ADOR;46729;CL CEDRE, 15, Es:T Pl:OD Pt:OS;;06/03/2024;0892117YJ4009S0001QL;;N;198,00;6;N;3;6;0;0;3
CV-VUT0044433-V;Vivienda 44433-V;VALENCIA/VALÈNCIA;ADOR;46729;PD CORONA, 89, Es:T Pl:OD Pt:OS;;25/05/2018;1293816YJ4019S0001JM;;N;196,00;2;N;1;2;0;0;1
CV-VUT0044889-V;Vivienda 44889-V;VALENCIA/VALÈNCIA;ADOR;46729;CL HORTA L', 1, Pl:00 Pt:03;;12/06/2018;0820408YJ4102S0005UQ;;N;81,00;4;N;2;4;0;0;2
CV-VUT0047384-V;Vivienda 47384-V;VALENCIA/VALÈNCIA;ADOR;46729;CL EUCALIPTUS, 29, Es:1 Pl:00 Pt:15;;31/05/2018;0994801YJ4009S0015JU;;N;99,00;4;N;2;4;0;0;2
CV-VUT0044952-V;Vivienda 44952-V;VALENCIA/VALÈNCIA;ADOR;46729;CL HORTA L', 1, Pl:01 Pt:06;;14/06/2018;0820408YJ4102S0008PR;;N;87,00;4;N;2;4;0;0;2
CV-VUT0047173-V;Vivienda 47173-V;VALENCIA/VALÈNCIA;ADOR;46729;CL HORTA L', 1, Pl:01 Pt:05;;21/02/2019;0820408YJ4102S0007OE;;N;86,00;4;N;2;4;0;0;2
CV-VUT0047945-V;Vivienda 47945-V;VALENCIA/VALÈNCIA;ADOR;46729;CL AUSIAS MARCH, 3, Bloque:A Pl:01 Pt:01;;18/06/2019;0715306YJ4101N0002EL;;N;78,00;10;N;5;10;0;0;5
CV-VUT0048208-V;Vivienda 48208-V;VALENCIA/VALÈNCIA;ADOR;46729;CL ALBER, 6, Es:T Pl:OD Pt:OS;;21/06/2019;0892125YJ4009S0001ML;;N;157,00;6;N;3;6;0;0;3
CV-VUT0046959-V;Vivienda 46959-V;VALENCIA/VALÈNCIA;ADOR;46729;CL ROURE, 11A, Es:T Pl:OD Pt:OS;;02/07/2018;1395115YJ4019N0001TG;;N;436,00;8;N;4;8;0;0;4
CV-VUT0047641-V;Vivienda 47641-V;VALENCIA/VALÈNCIA;ADOR;46729;CL TARONGER, 27, Bloque:1 Es:1 Pl:02 Pt:06;;10/05/2019;1094410YJ4019S0007BY;;N;121,00;4;N;2;4;0;0;2
CV-VUT0049561-V;Vivienda 49561-V;VALENCIA/VALÈNCIA;ADOR;46729;CL ROURE, 5, Es:T Pl:OD Pt:OS;;01/10/2020;1395114YJ4019N0001LG;;N;391,00;8;N;4;8;0;0;4
CV-VUT0049031-V;Vivienda 49031-V;VALENCIA/VALÈNCIA;ADOR;46729;CL ANOUER, 2, Es:1 Pl:00 Pt:01;;14/02/2020;0892102YJ4009S0001IL;;N;402,00;8;N;4;8;0;0;4
CV-VUT0052294-V;Vivienda 52294-V;VALENCIA/VALÈNCIA;ADOR;46729;CL RAVAL, 20A, Pt:01;;03/04/2023;0813308YJ4101S0003RT;;N;115,00;6;N;3;6;0;0;3
CV-VUT0051701-V;Vivienda 51701-V;VALENCIA/VALÈNCIA;ADOR;46729;CL TARONGER, 4, Es:1 Pl:00 Pt:01;;28/10/2022;1094446YJ4019S0002TQ;;N;163,00;6;N;3;6;0;0;3
CV-VUT0051759-V;Vivienda 51759-V;VALENCIA/VALÈNCIA;ADOR;46729;CL CEDRE, 26, Es:T Pl:OD Pt:OS;;16/11/2022;0892109YJ4009S0001WL;;N;382,00;8;N;4;8;0;0;4
CV-VUT0056176-V;Vivienda 56176-V;VALENCIA/VALÈNCIA;ADOR;46729;CL ROURE, 35;;07/08/2024;1094418YJ4019S0001JM;;N;272,00;8;N;4;8;0;0;4
CV-VUT0056639-V;Vivienda 56639-V;VALENCIA/VALÈNCIA;ADOR;46729;CL AUSIAS MARCH, 1, Bloque:A Es:T Pl:OD Pt:OS;;13/11/2024;0715402YJ4101N0001HK;;N;233,00;4;N;2;4;0;0;2
CV-VUT0049948-V;Vivienda 49948-V;VALENCIA/VALÈNCIA;ADOR;46729;CL CEDRE, 8, Es:T Pl:OD Pt:OS;;06/05/2021;0791706YJ4009S0001WL;;N;285,00;6;N;3;6;0;0;3
CV-VUT0058300-V;;VALENCIA/VALÈNCIA;ADOR;46729;CL CASTANYER, 5, Es:T Pl:OD Pt:OS;;13/05/2025;0892124YJ4009S0001FL;;N;148,00;4;N;2;4;0;0;2
