Nº de inscripción;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios
CV-VUT0052107-V;Vivienda 52107-V;VALENCIA/VALÈNCIA;ALGEMESÍ;46680;CL COTES, 13, Es:1 Pl:03 Pt:05;;08/03/2023;1916213YJ2411N0007LL;;N;125,00;6;N;3;6;0;0;3
CV-VUT0054441-V;Vivienda 54441-V;VALENCIA/VALÈNCIA;ALGEMESÍ;46680;CL SANT VICENT FERRER, 66, Pl:03 Pt:06;;15/02/2024;2011407YJ2421A0007FZ;;N;102,00;5;N;2;4;1;1;3
CV-VUT0055087-V;Vivienda 55087-V;VALENCIA/VALÈNCIA;ALGEMESÍ;46680;CL GENERALITAT VALENCIANA, 11B, Es:2 Pl:01 Pt:01;;03/05/2024;1718315YJ2411N0010ZL;;N;75,00;2;N;1;2;0;0;1
CV-VUT0046624-V;Vivienda 46624-V;VALENCIA/VALÈNCIA;ALGEMESÍ;46680;CL PASQUAL FERRER, 55, Bloque:1 Es:1 Pl:02 Pt:04;;17/08/2018;1908733YJ2410N0012RR;;N;114,00;6;N;3;6;0;0;3
CV-VUT0048488-V;Vivienda 48488-V;VALENCIA/VALÈNCIA;ALGEMESÍ;46680;AV PAIS VALENCIA, 48, Es:1 Pl:01 Pt:01;;23/09/2019;1514104YJ2411S0002QX;;N;136,00;4;N;2;4;0;0;2
CV-VUT0049537-V;Vivienda 49537-V;VALENCIA/VALÈNCIA;ALGEMESÍ;46680;CL REI EN JAUME, 113, Es:T Pl:OD Pt:OS;;06/10/2020;1908719YJ2410H0001HA;;N;371,00;8;N;4;8;0;0;4
CV-VUT0048473-V;Vivienda 48473-V;VALENCIA/VALÈNCIA;ALGEMESÍ;46680;AV PAIS VALENCIA, 48, Es:1 Pl:02 Pt:01;;17/09/2019;1514104YJ2411S0003WM;;N;96,00;4;N;2;4;0;0;2
CV-VUT0052337-V;Vivienda 52337-V;VALENCIA/VALÈNCIA;ALGEMESÍ;46680;CL GERMANIES, 30, Es:1 Pl:01 Pt:01;;13/04/2023;1415601YJ2411N0006AK;;N;96,00;4;N;1;2;2;2;3
CV-VUT0053648-V;Vivienda 53648-V;VALENCIA/VALÈNCIA;ALGEMESÍ;46680;CL DOS DE MAIG, 14, Es:T Pl:OD Pt:OS;;16/10/2023;1815706YJ2411N0001MD;;N;315,00;4;N;2;4;0;0;2
CV-VUT0054075-V;Vivienda 54075-V;VALENCIA/VALÈNCIA;ALGEMESÍ;46680;PZ CARBO, 7, Es:1 Pl:02 Pt:03;;19/12/2023;1509231YJ2410N0005XM;;N;100,00;5;N;2;4;1;1;3
CV-VUT0052234-V;Vivienda 52234-V;VALENCIA/VALÈNCIA;ALGEMESÍ;46680;CL PARRA, 26, Es:1 Pl:01 Pt:01;;24/03/2023;1311801YJ2411S0002EX;;N;111,00;5;N;2;4;1;1;3
