Nº de inscripción;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios
CV-VUT0055689-V;Vivienda 55689-V;VALENCIA/VALÈNCIA;TORRENT;46900;CL ARXIPRESTE VICENTE MENGOD, 9, Es:T Pl:OD Pt:OS;;24/06/2024;8179812YJ1687N0001JE;;N;71,00;6;N;3;6;0;0;3
CV-VUT0038311-V;Vivienda 38311-V;VALENCIA/VALÈNCIA;TORRENT;46900;CL NUM 1 MOLLO BLANC, 16, Es:T Pl:OD Pt:OS;;04/10/2016;7536910YJ0673N0001PA;;N;153,00;5;N;2;4;1;1;3
CV-VUT0036148-V;Vivienda 36148-V;VALENCIA/VALÈNCIA;TORRENT;46901;CL RIU MILLARS, 4, Es:T Pl:OD Pt:OS;;25/04/2016;6253213YJ1665S0001YG;;N;349,00;11;N;5;10;1;1;6
CV-VUT0054311-V;Vivienda 54311-V;VALENCIA/VALÈNCIA;TORRENT;46900;CL ARXIPRESTE VICENTE MENGOD, 2, Es:T Pl:OD Pt:OS;;28/01/2024;8180703YJ1688S0001KT;;N;77,00;6;N;3;6;0;0;3
CV-VUT0043511-V;Vivienda 43511-V;VALENCIA/VALÈNCIA;TORRENT;46900;CL PICANYA, 36, Es:1 Pl:01 Pt:07;;18/10/2017;8789707YJ1688N0040OQ;;N;134,00;6;N;3;6;0;0;3
CV-VUT0046438-V;Vivienda 46438-V;VALENCIA/VALÈNCIA;TORRENT;46900;AV AL VEDAT, 68, Es:1 Pl:07 Pt:25;;12/04/2018;7781313YJ1678S0025RL;;N;60,00;5;N;2;4;1;1;3
CV-VUT0046881-V;Vivienda 46881-V;VALENCIA/VALÈNCIA;TORRENT;46901;CL GESMILER, 35, Pl:00 Pt:01;;17/12/2018;5860109YJ1656S0003MU;;N;156,00;2;N;1;2;0;0;1
CV-VUT0046437-V;Vivienda 46437-V;VALENCIA/VALÈNCIA;TORRENT;46900;AV AL VEDAT, 99, Es:1 Pl:05 Pt:19;;12/04/2018;7779805YJ1677N0019RF;;N;63,00;4;N;2;4;0;0;2
CV-VUT0045136-V;Vivienda 45136-V;VALENCIA/VALÈNCIA;TORRENT;46900;CL NUM 2 CORRAL DE COCOTA, 12, Es:T Pl:OD Pt:OS;;20/06/2018;8932208YJ0683S0001ZM;;N;162,00;6;N;3;6;0;0;3
CV-VUT0046679-V;Vivienda 46679-V;VALENCIA/VALÈNCIA;TORRENT;46900;CL NUM 1 CORRAL DE COCOTA, 12, Es:T Pl:OD Pt:OS;;19/06/2018;8831507YJ0683S0001RM;;N;264,00;8;N;4;8;0;0;4
CV-VUT0046789-V;Vivienda 46789-V;VALENCIA/VALÈNCIA;TORRENT;46901;CL ACÀCIES, 3A, Es:T Pl:OD Pt:OS;;19/11/2018;5960227YJ1656S0001PT;;N;319,00;2;N;1;2;0;0;1
CV-VUT0046952-V;Vivienda 46952-V;VALENCIA/VALÈNCIA;TORRENT;46900;CL GENERAL CASTAÑOS, 4, Es:T Pl:OD Pt:OS;;30/05/2018;5776310YJ0657N0001GW;;N;131,00;6;N;3;6;0;0;3
CV-VUT0048726-V;Vivienda 48726-V;VALENCIA/VALÈNCIA;TORRENT;46900;CL PAIPORTA, 77, Es:T Pl:OD Pt:OS;;20/11/2019;6375702YJ0667N0001EY;;N;509,00;6;N;3;6;0;0;3
