Nº de inscripción;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios
CV-VUT0053021-V;Vivienda 53021-V;VALENCIA/VALÈNCIA;MACASTRE;46368;AV BOLOT, 13, Es:T Pl:OD Pt:OS;;29/06/2023;0816116XJ9601N0001IZ;;N;198,00;4;N;2;4;0;0;2
CV-VUT0037263-V;Vivienda 37263-V;VALENCIA/VALÈNCIA;MACASTRE;46368;UR LLANOREL 3, 11, Pl:00 Pt:01;;09/09/2016;7957542XJ8575N0003HP;;N;185,00;6;N;3;6;0;0;3
CV-VUT0055123-V;Vivienda 55123-V;VALENCIA/VALÈNCIA;MACASTRE;46368;UR LLANOREL 15, 12, Es:T Pl:OD Pt:OS;;08/05/2024;7959615XJ8575N0001RI;;N;93,00;5;N;2;4;1;1;3
CV-VUT0055636-V;Vivienda 55636-V;VALENCIA/VALÈNCIA;MACASTRE;46368;PZ TOROS LOS, 2, Es:T Pl:OD Pt:OS;;14/06/2024;0817604XJ9601N0001ZZ;;N;343,00;10;N;5;10;0;0;5
CV-VUT0054957-V;Vivienda 54957-V;VALENCIA/VALÈNCIA;MACASTRE;46368;CL SANCHIS GUARNER, 8A, Es:T Pl:OD Pt:OS;;17/04/2024;0619973XJ9601N0001IZ;;N;106,00;4;N;2;4;0;0;2
CV-VUT0048976-V;Vivienda 48976-V;VALENCIA/VALÈNCIA;MACASTRE;46368;CL CUATRO CAMINOS, 14, Es:T Pl:OD Pt:OS;;07/02/2020;0724806XJ9602S0001YM;;S;339,00;10;N;5;10;0;0;5
CV-VUT0048289-V;Vivienda 48289-V;VALENCIA/VALÈNCIA;MACASTRE;46368;CL MAYOR, 14, Es:T Pl:OD Pt:OS;;05/07/2019;0816109XJ9601N0001KZ;;N;579,00;10;N;5;10;0;0;5
CV-VUT0048489-V;Vivienda 48489-V;VALENCIA/VALÈNCIA;MACASTRE;46368;AV JUAN SAGRERAS, 7, Es:1 Pl:00 Pt:00;;23/09/2019;0817204XJ9601N0001TZ;;N;289,00;6;N;3;6;0;0;3
CV-VUT0052108-V;Vivienda 52108-V;VALENCIA/VALÈNCIA;MACASTRE;46368;CL VIOLETA DE LA, 4, Es:T Pl:OD Pt:OS;;08/03/2023;0415309XJ9601N0001UZ;;N;155,00;3;N;1;2;1;1;2
CV-VUT0055550-V;Vivienda 55550-V;VALENCIA/VALÈNCIA;MACASTRE;46368;CL MOLINO, 15, Es:T Pl:OD Pt:OS;;04/06/2024;0616803XJ9601N0001IZ;;N;93,00;6;N;3;6;0;0;3
