Nº de inscripción;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios
CV-VUT0051632-V;Vivienda 51632-V;VALENCIA/VALÈNCIA;PICASSENT;46220;CL CICLO, 5, Es:T Pl:OD Pt:OS;;26/09/2022;3316605YJ1631N0001SL;;N;232,00;8;N;4;8;0;0;4
CV-VUT0053337-V;Vivienda 53337-V;VALENCIA/VALÈNCIA;PICASSENT;46220;UR TANCAT DE L'ALTER, 7402, Es:T Pl:OD Pt:OS;;14/08/2023;7213805YJ1671S0001LB;;N;730,00;10;N;5;10;0;0;5
CV-VUT0033951-V;Vivienda 33951-V;VALENCIA/VALÈNCIA;PICASSENT;46220;CL MESTRAL, 8, Es:T Pl:OD Pt:OS;;12/02/2014;3315020YJ1631N0001KL;;N;324,00;16;N;8;16;0;0;8
CV-VUT0039346-V;Vivienda 39346-V;VALENCIA/VALÈNCIA;PICASSENT;46220;CL ALBUFERA, 23, Es:T Pl:OD Pt:OS;;03/02/2017;6205013YJ1660N0001JF;;N;186,00;10;N;5;10;0;0;5
CV-VUT0036156-V;Vivienda 36156-V;VALENCIA/VALÈNCIA;PICASSENT;46220;UR SERRAMAR, 162, Es:T Pl:OD Pt:OS;;26/04/2016;7642008YJ1579S0001DD;;N;264,00;8;N;4;8;0;0;4
CV-VUT0047974-V;Vivienda 47974-V;VALENCIA/VALÈNCIA;PICASSENT;46220;CL CERVANTES, 58, Pl:01 Pt:01;;21/06/2019;8502412YJ1680S0002SI;;N;106,00;8;N;4;8;0;0;4
CV-VUT0046936-V;Vivienda 46936-V;VALENCIA/VALÈNCIA;PICASSENT;46220;DS POLIGON  7, 1B, Es:T Pl:OD Pt:OS;;11/05/2018;000840100YJ16D0001BX;;N;566,00;10;N;5;10;0;0;5
CV-VUT0046940-V;Vivienda 46940-V;VALENCIA/VALÈNCIA;PICASSENT;46220;CL LLOMA LA VERGE,MAGNÒLIA, 12, Es:T Pl:OD Pt:OS;;29/05/2018;6331004YJ1663S0001JR;;N;855,00;8;N;4;8;0;0;4
CV-VUT0051656-V;Vivienda 51656-V;VALENCIA/VALÈNCIA;PICASSENT;46220;CL MESTRE CHAPI, 4, Es:T Pl:OD Pt:OS;;17/10/2022;9302207YJ1690S0001FA;;N;181,00;4;N;2;4;0;0;2
CV-VUT0050333-V;Vivienda 50333-V;VALENCIA/VALÈNCIA;PICASSENT;46220;CL ERNESTO PASTOR SOLER D', 1, Es:1 Pl:05 Pt:19;;02/08/2021;9108308YJ1690N0122XZ;;N;104,00;6;N;3;6;0;0;3
