Nº de inscripción;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios
CV-VUT0050647-V;Vivienda 50647-V;VALENCIA/VALÈNCIA;LOSA DEL OBISPO;46168;AV SERRANIA, 10, Es:1 Pl:02 Pt:01;;28/01/2022;2664504XJ8926D0003FY;;N;70,00;2;N;1;2;0;0;1
CV-VUT0050476-V;Vivienda 50476-V;VALENCIA/VALÈNCIA;LOSA DEL OBISPO;46168;AV SERRANIA, 31, Es:T Pl:OD Pt:OS;;06/10/2021;2665704XJ8926F0001WX;;N;321,00;2;N;1;2;0;0;1
CV-VUT0050477-V;Vivienda 50477-V;VALENCIA/VALÈNCIA;LOSA DEL OBISPO;46168;AV SERRANIA, 31, Es:T Pl:OD Pt:OS;;06/10/2021;2665704XJ8926F0001WX;;N;321,00;2;N;1;2;0;0;1
CV-VUT0050478-V;Vivienda 50478-V;VALENCIA/VALÈNCIA;LOSA DEL OBISPO;46168;AV SERRANIA, 31, Es:T Pl:OD Pt:OS;;06/10/2021;2665704XJ8926F0001WX;;N;321,00;2;N;1;2;0;0;1
CV-VUT0051660-V;Vivienda 51660-V;VALENCIA/VALÈNCIA;LOSA DEL OBISPO;46168;CL MARIANO BENLLIURE, 8, Es:T Pl:OD Pt:OS;;18/10/2022;2863604XJ8926D0001KR;;N;150,00;2;N;1;2;0;0;1
CV-VUT0055923-V;Vivienda 55923-V;VALENCIA/VALÈNCIA;LOSA DEL OBISPO;46168;CL PAZ LA, 76, Pt:A;;16/07/2024;2761920XJ8926B0001EO;;N;116,00;8;N;4;8;0;0;4
CV-VUT0056405-V;Vivienda 56405-V;VALENCIA/VALÈNCIA;LOSA DEL OBISPO;46168;AV SERRANIA, 8, Es:1 Pl:01 Pt:01;;26/09/2024;2664503XJ8926D0003TY;;N;98,00;8;N;4;8;0;0;4
CV-VUT0056406-V;Vivienda 56406-V;VALENCIA/VALÈNCIA;LOSA DEL OBISPO;46168;AV SERRANIA, 8, Es:1 Pl:01 Pt:02;;26/09/2024;2664503XJ8926D0004YU;;N;97,00;6;N;3;6;0;0;3
CV-VUT0053487-V;Vivienda 53487-V;VALENCIA/VALÈNCIA;LOSA DEL OBISPO;46168;CL PAZ LA, 44, Es:1 Pl:01 Pt:01;;18/09/2023;2662458XJ8926D0002TT;;N;105,00;4;N;2;4;0;0;2
CV-VUT0054700-V;Vivienda 54700-V;VALENCIA/VALÈNCIA;LOSA DEL OBISPO;46168;PZ CONSTITUCION, 7, Es:T Pl:OD Pt:OS;;20/03/2024;2562603XJ8926D0001TR;;N;145,00;6;N;3;6;0;0;3
CV-VUT0053488-V;Vivienda 53488-V;VALENCIA/VALÈNCIA;LOSA DEL OBISPO;46168;CL PAZ LA, 44, Es:1 Pl:02 Pt:01;;18/09/2023;2662458XJ8926D0003YY;;N;168,00;4;N;2;4;0;0;2
CV-VUT0050646-V;Vivienda 50646-V;VALENCIA/VALÈNCIA;LOSA DEL OBISPO;46168;AV SERRANIA, 10, Es:1 Pl:01 Pt:01;;28/01/2022;2664504XJ8926D0002DT;;N;70,00;2;N;1;2;0;0;1
CV-VUT0049579-V;Vivienda 49579-V;VALENCIA/VALÈNCIA;LOSA DEL OBISPO;46168;CL PADRE PAVIA, 33, Es:T Pl:OD Pt:OS;;16/10/2020;2562303XJ8926D0001HR;;N;200,00;10;N;5;10;0;0;5
CV-VUT0051148-V;Vivienda 51148-V;VALENCIA/VALÈNCIA;LOSA DEL OBISPO;46168;CL PAIS VALENCIANO, 9, Es:T Pl:OD Pt:OS;;08/06/2022;2762409XJ8926D0001SR;;N;83,00;6;N;3;6;0;0;3
CV-VUT0050187-V;Vivienda 50187-V;VALENCIA/VALÈNCIA;LOSA DEL OBISPO;46168;CL LARGA, 45, Pl:01 Pt:02;;07/07/2021;2761918XJ8926B0002DP;;S;87,00;5;N;2;4;1;1;3
