Nº de inscripción;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios
CV-VUT0055142-V;Vivienda 55142-V;VALENCIA/VALÈNCIA;REAL DE GANDIA, EL;46727;UR MONTERREAL, 41B, Es:T Pl:OD Pt:OS;;10/05/2024;2957517YJ4125N0001SW;;N;258,00;6;N;3;6;0;0;3
CV-VUT0043073-V;Vivienda 43073-V;VALENCIA/VALÈNCIA;REAL DE GANDIA, EL;46727;UR MONTERREAL, 28, Es:T Pl:OD Pt:OS;;18/08/2017;2958721YJ4125N0001AW;;N;465,00;8;N;4;8;0;0;4
CV-VUT0043080-V;Vivienda 43080-V;VALENCIA/VALÈNCIA;REAL DE GANDIA, EL;46727;UR MONTERREY, 63, Es:T Pl:OD Pt:OS;;22/09/2017;1049613YJ4114N0001FR;;N;361,00;8;N;4;8;0;0;4
CV-VUT0043193-V;;VALENCIA/VALÈNCIA;REAL DE GANDIA, EL;46727;UR MONTERREY, 61, Bloque:A Es:T Pl:OD Pt:OS;;22/09/2017;1049614YJ4114N0001MR;;N;274,00;8;N;4;8;0;0;4
CV-VUT0041679-V;Vivienda 41679-V;VALENCIA/VALÈNCIA;REAL DE GANDIA, EL;46727;UR MONTERREY, 62, Bloque:A Es:T Pl:OD Pt:OS;;07/06/2017;1149716YJ4114N0001FR;;N;207,00;8;N;4;8;0;0;4
CV-VUT0044977-V;Vivienda 44977-V;VALENCIA/VALÈNCIA;REAL DE GANDIA, EL;46727;UR MONTERREY, 53, Es:T Pl:OD Pt:OS;;23/02/2018;1049618YJ4114N0001DR;;N;245,00;12;N;6;12;0;0;6
CV-VUT0043563-V;Vivienda 43563-V;VALENCIA/VALÈNCIA;REAL DE GANDIA, EL;46727;UR MONTERREAL, 11, Bloque:A Es:T Pl:OD Pt:OS;;03/11/2017;2957501YJ4125N0001PW;;N;257,00;7;N;3;6;1;1;4
CV-VUT0047360-V;Vivienda 47360-V;VALENCIA/VALÈNCIA;REAL DE GANDIA, EL;46727;UR MONTERREY, 41, Es:T Pl:OD Pt:OS;;21/03/2019;1049624YJ4114N0001JR;;N;226,00;5;N;2;4;1;1;3
CV-VUT0048742-V;Vivienda 48742-V;VALENCIA/VALÈNCIA;REAL DE GANDIA, EL;46727;UR MONTERREY, 51, Bloque:A Es:T Pl:OD Pt:OS;;25/11/2019;1049619YJ4114N0001XR;;N;179,00;6;N;3;6;0;0;3
CV-VUT0058443-V;;VALENCIA/VALÈNCIA;REAL DE GANDIA, EL;46727;UR MONTERREY, 52, Es:T Pl:OD Pt:OS;;02/06/2025;1149712YJ4114N0001QR;;N;206,00;5;N;2;4;1;1;3
