Nº de inscripción;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios
CV-VUT0051102-V;Vivienda 51102-V;VALENCIA/VALÈNCIA;BICORP;46825;CR MILLARES DE, 5, Es:T Pl:OD Pt:OS;;01/06/2022;1139702XJ9313C0001KF;;N;326,00;6;N;3;6;0;0;3
CV-VUT0058942-V;;VALENCIA/VALÈNCIA;BICORP;46825;CL SAN ANTONIO, 12, Es:1 Pl:00 Pt:01;;11/08/2025;1340507XJ9314E0001YE;;N;259,00;9;N;4;8;1;1;5
