Nº de inscripción;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios
CV-VUT0056607-V;Vivienda 56607-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;CL MAESTRO FERNANDO MARTIN, 19, Es:1 Pl:00 Pt:IZ;;04/11/2024;2862302YJ2726S0001YP;;N;47,00;2;N;1;2;0;0;1
CV-VUT0035985-V;Vivienda 35985-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;CL TEODORO LLORENTE, 6, Bloque:A Es:1 Pl:03 Pt:09;;15/03/2016;2366321YJ2726N0011YO;;N;135,00;5;N;1;2;3;3;4
CV-VUT0056081-V;Vivienda 56081-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;CL ACTOR RAMBAL, 99, Es:1 Pl:02 Pt:02;;30/07/2024;1973808YJ2717S0003OW;;N;76,00;6;N;3;6;0;0;3
CV-VUT0057155-V;Vivienda 57155-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;PZ L'EIXERETA, 3, Es:1 Pl:01 Pt:01;;24/01/2025;2868501YJ2726N0023TK;;N;121,00;6;N;3;6;0;0;3
CV-VUT0057156-V;Vivienda 57156-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;PZ L'EIXERETA, 3, Es:1 Pl:01 Pt:02;;24/01/2025;2868501YJ2726N0024YL;;N;122,00;6;N;3;6;0;0;3
CV-VUT0035052-V;Vivienda 35052-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;AV JACARANDAS DE LAS, 2, Pl:03 Pt:321;;04/06/2015;3058301YJ2735N0088JY;;N;104,00;2;N;1;2;0;0;1
CV-VUT0035053-V;Vivienda 35053-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;AV JACARANDAS DE LAS, 2, Pl:03 Pt:322;;04/06/2015;3058301YJ2735N0089KU;;N;104,00;2;N;1;2;0;0;1
CV-VUT0037020-V;Vivienda 37020-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;AV JACARANDAS DE LAS, 2, Pl:04 Pt:412;;14/06/2016;3058301YJ2735N0112AM;;N;108,00;2;N;1;2;0;0;1
CV-VUT0038322-V;Vivienda 38322-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;CL OBISPO MUÑOZ, 4, Es:T Pl:OD Pt:OS;;02/11/2016;3063605YJ2736S0001SF;;N;305,00;10;N;5;10;0;0;5
CV-VUT0035911-V;Vivienda 35911-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;AV JACARANDAS DE LAS, 2, Pl:08 Pt:820;;07/03/2016;3058301YJ2735N0252LI;;N;104,00;2;N;1;2;0;0;1
CV-VUT0054765-V;Vivienda 54765-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;CL LUIS VIVES, 23, Bloque:A Es:1 Pl:00 Pt:IZ;;26/03/2024;2263111YJ2726S0002FA;;N;81,00;6;N;3;6;0;0;3
CV-VUT0055370-V;Vivienda 55370-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;AV JACARANDAS DE LAS, 2, Pl:09 Pt:920;;24/05/2024;3058301YJ2735N0285BO;;N;104,00;2;N;1;2;0;0;1
CV-VUT0055371-V;Vivienda 55371-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;AV JACARANDAS DE LAS, 2, Pl:09 Pt:921;;24/05/2024;3058301YJ2735N0286ZP;;N;108,00;2;N;1;2;0;0;1
CV-VUT0055372-V;Vivienda 55372-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;AV JACARANDAS DE LAS, 2, Pl:09 Pt:922;;24/05/2024;3058301YJ2735N0287XA;;N;105,00;2;N;1;2;0;0;1
CV-VUT0055373-V;Vivienda 55373-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;AV JACARANDAS DE LAS, 2, Pl:09 Pt:923;;24/05/2024;3058301YJ2735N0288MS;;N;104,00;2;N;1;2;0;0;1
CV-VUT0055374-V;Vivienda 55374-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;AV JACARANDAS DE LAS, 2, Pl:09 Pt:924;;24/05/2024;3058301YJ2735N0289QD;;N;104,00;2;N;1;2;0;0;1
CV-VUT0055376-V;Vivienda 55376-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;AV JACARANDAS DE LAS, 2, Pl:09 Pt:925;;24/05/2024;3058301YJ2735N0290XA;;N;104,00;2;N;1;2;0;0;1
CV-VUT0055361-V;Vivienda 55361-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;AV JACARANDAS DE LAS, 2, Pl:06 Pt:615;;24/05/2024;3058301YJ2735N0181DW;;N;104,00;2;N;1;2;0;0;1
CV-VUT0055362-V;Vivienda 55362-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;AV JACARANDAS DE LAS, 2, Pl:07 Pt:702;;24/05/2024;3058301YJ2735N0201YK;;N;114,00;2;N;1;2;0;0;1
CV-VUT0055364-V;Vivienda 55364-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;AV JACARANDAS DE LAS, 2, Pl:07 Pt:708;;24/05/2024;3058301YJ2735N0207SQ;;N;104,00;2;N;1;2;0;0;1
CV-VUT0055366-V;Vivienda 55366-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;AV JACARANDAS DE LAS, 2, Pl:08 Pt:815;;24/05/2024;3058301YJ2735N0247JY;;N;104,00;2;N;1;2;0;0;1
CV-VUT0055367-V;Vivienda 55367-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;AV JACARANDAS DE LAS, 2, Pl:08 Pt:816;;24/05/2024;3058301YJ2735N0248KU;;N;104,00;2;N;1;2;0;0;1
CV-VUT0055368-V;Vivienda 55368-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;AV JACARANDAS DE LAS, 2, Pl:09 Pt:918;;24/05/2024;3058301YJ2735N0283KU;;N;104,00;2;N;1;2;0;0;1
CV-VUT0055430-V;Vivienda 55430-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;AV JACARANDAS DE LAS, 2, Pl:09 Pt:927;;28/05/2024;3058301YJ2735N0292QD;;N;111,00;2;N;1;2;0;0;1
CV-VUT0055431-V;Vivienda 55431-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;AV JACARANDAS DE LAS, 2, Pl:09 Pt:928;;28/05/2024;3058301YJ2735N0293WF;;N;111,00;2;N;1;2;0;0;1
CV-VUT0055432-V;Vivienda 55432-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;AV JACARANDAS DE LAS, 2, Pl:09 Pt:929;;28/05/2024;3058301YJ2735N0294EG;;N;111,00;2;N;1;2;0;0;1
CV-VUT0055433-V;Vivienda 55433-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;AV JACARANDAS DE LAS, 2, Pl:09 Pt:930;;28/05/2024;3058301YJ2735N0295RH;;N;113,00;2;N;1;2;0;0;1
CV-VUT0055359-V;Vivienda 55359-V;VALENCIA/VALÈNCIA;BURJASSOT;46100;AV JACARANDAS DE LAS, 2, Pl:04 Pt:412;;24/05/2024;3058301YJ2735N0112AM;;N;108,00;2;N;1;2;0;0;1
