Nº de inscripción;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios
CV-VUT0055380-V;Vivienda 55380-V;VALENCIA/VALÈNCIA;SIETE AGUAS;46392;UR CERRO, 225, Es:T Pl:OD Pt:OS;;24/05/2024;8622191XJ7782S0001RD;;N;152,00;6;N;3;6;0;0;3
CV-VUT0053833-V;Vivienda 53833-V;VALENCIA/VALÈNCIA;SIETE AGUAS;46392;CL BUITRERA, 1, Es:T Pl:OD Pt:OS;;09/11/2023;0115701XJ8701S0001ZX;;N;243,00;10;N;5;10;0;0;5
CV-VUT0045656-V;Vivienda 45656-V;VALENCIA/VALÈNCIA;SIETE AGUAS;46392;PD AVELLAN PL 05, 9, Es:T Pl:OD Pt:OS;;16/07/2018;0691119XJ8609N0001UU;;N;220,00;15;N;7;14;1;1;8
CV-VUT0052100-V;Vivienda 52100-V;VALENCIA/VALÈNCIA;SIETE AGUAS;46392;CL ARRABAL, 1, Es:T Pl:OD Pt:OS;;07/03/2023;9313414XJ7791C0001YI;;N;252,00;8;N;4;8;0;0;4
CV-VUT0054552-V;Vivienda 54552-V;VALENCIA/VALÈNCIA;SIETE AGUAS;46392;UR CERRO, 35, Es:T Pl:OD Pt:OS;;01/03/2024;8622117XJ7781N0001FA;;N;319,00;8;N;4;8;0;0;4
CV-VUT0050752-V;Vivienda 50752-V;VALENCIA/VALÈNCIA;SIETE AGUAS;46392;CL REQUENA, 18, Es:T Pl:OD Pt:OS;;21/03/2022;9015302XJ7791E0001QE;;S;551,00;3;N;1;2;1;1;2
CV-VUT0052877-V;Vivienda 52877-V;VALENCIA/VALÈNCIA;SIETE AGUAS;46392;CR VENTA QUEMADA, 6, Pl:00 Pt:05;;14/06/2023;9413667XJ7791S0005UR;;N;102,00;8;N;4;8;0;0;4
CV-VUT0052902-V;Vivienda 52902-V;VALENCIA/VALÈNCIA;SIETE AGUAS;46392;PL N 13 ZONA URBANA 261(A) 46392 SIETE AGUAS (VALENCIA);;19/06/2023;0398514XJ8609N0001FU;;N;208,00;8;N;4;8;0;0;4
CV-VUT0052099-V;Vivienda 52099-V;VALENCIA/VALÈNCIA;SIETE AGUAS;46392;CL MIGUEL CRESPO, 28, Es:T Pl:OD Pt:OS;;07/03/2023;9413147XJ7791C0001KI;;N;243,00;8;N;4;8;0;0;4
CV-VUT0052726-V;Vivienda 52726-V;VALENCIA/VALÈNCIA;SIETE AGUAS;46392;AV FUENTE LA, 14, Es:1 Pl:01 Pt:02;;31/05/2023;9413605XJ7791C0002XO;;N;70,00;2;N;1;2;0;0;1
