Nº de inscripción;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios
CV-VUT0058791-V;;VALENCIA/VALÈNCIA;XÀTIVA;46800;CL ENRIQUEZ, 2, Es:1 Pl:03 Pt:I;;17/07/2025;5286304YJ1158N0008QD;;N;92,00;6;N;3;6;0;0;3
CV-VUT0056419-V;Vivienda 56419-V;VALENCIA/VALÈNCIA;XÀTIVA;46800;CL SANT FRANCESC, 2, Es:1 Pl:03 Pt:01;;30/09/2024;4687005YJ1148N0004MT;;N;128,00;6;N;3;6;0;0;3
CV-VUT0056277-V;ANGEL BUENO CALVO;VALENCIA/VALÈNCIA;XÀTIVA;46800;PZ MERCAT, 6, Es:1 Pl:03 Pt:01;;03/09/2024;4985103YJ1148N0004ZT;;N;102,00;4;N;2;4;0;0;2
CV-VUT0051070-V;Vivienda 51070-V;VALENCIA/VALÈNCIA;XÀTIVA;46800;CL PORTAL VALENCIA, 14, Es:1 Pl:00 Pt:01;;14/05/2022;5388602YJ1158N0002FU;;N;72,00;8;N;4;8;0;0;4
CV-VUT0035283-V;Vivienda 35283-V;VALENCIA/VALÈNCIA;XÀTIVA;46800;AL JAUME I, 31, Es:1 Pl:06 Pt:16;;28/07/2015;4788002YJ1148N0018RH;;N;79,00;4;N;2;4;0;0;2
CV-VUT0034035-V;Vivienda 34035-V;VALENCIA/VALÈNCIA;XÀTIVA;46800;CL CORRETGERIA, 2A, Es:1 Pl:01 Pt:02;;02/04/2014;4985107YJ1148N0003PR;;N;74,00;2;S;0;0;0;0;0
CV-VUT0034036-V;Vivienda 34036-V;VALENCIA/VALÈNCIA;XÀTIVA;46800;CL CORRETGERIA, 2A, Es:1 Pl:01 Pt:03;;02/04/2014;4985107YJ1148N0004AT;;N;61,00;2;N;1;2;0;0;1
CV-VUT0036012-V;Vivienda 36012-V;VALENCIA/VALÈNCIA;XÀTIVA;46800;CL CORRETGERIA, 2A, Es:1 Pl:02 Pt:01;;23/03/2016;4985107YJ1148N0005SY;;N;76,00;2;N;1;2;0;0;1
CV-VUT0035656-V;Vivienda 35656-V;VALENCIA/VALÈNCIA;XÀTIVA;46800;AL JAUME I, 62, Es:1 Pl:01 Pt:02;;11/02/2016;4988602YJ1148N0004QT;;N;191,00;6;N;3;6;0;0;3
CV-VUT0035658-V;Vivienda 35658-V;VALENCIA/VALÈNCIA;XÀTIVA;46800;AL JAUME I, 31, Es:1 Pl:05 Pt:12;;11/02/2016;4788002YJ1148N0014MS;;N;116,00;6;N;3;6;0;0;3
