Nº de inscripción;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios
CV-VUT0050425-V;Vivienda 50425-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;AV ROSA DELS VENTS, 4, Es:3 Pl:05 Pt:34;;14/09/2021;8173905YJ4187S0038YR;;N;98,00;4;N;2;4;0;0;2
CV-VUT0054971-V;Vivienda 54971-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL SÈQUIA MARE, 6, Es:1 Pl:05 Pt:09;;19/04/2024;8174301YJ4187S0047EP;;N;108,00;6;N;3;6;0;0;3
CV-VUT0052678-V;Vivienda 52678-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;PS MEDITERRANIA, DE LA, 15, Es:N Pl:03 Pt:06;;16/05/2023;8274301YJ4187S0006SR;;N;73,00;4;N;2;4;0;0;2
CV-VUT0031352-V;Vivienda 31352-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL ASSAGADOR, DE L', 6, Es:1 Pl:03 Pt:12;;05/07/2007;8175801YJ4187N0015TW;;N;79,00;4;N;2;4;0;0;2
CV-VUT0056372-V;Vivienda 56372-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL ASSAGADOR, DE L', 6, Es:1 Pl:04 Pt:18;;23/09/2024;8175801YJ4187N0021IT;;N;108,00;6;N;3;6;0;0;3
CV-VUT0035223-V;Vivienda 35223-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;PS MEDITERRANIA, DE LA, 15, Es:S Pl:04 Pt:07;;17/07/2015;8274301YJ4187S0016LA;;N;98,00;4;N;2;4;0;0;2
CV-VUT0035224-V;Vivienda 35224-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;PS MEDITERRANIA, DE LA, 15, Es:N Pl:04 Pt:08;;17/07/2015;8274301YJ4187S0008FY;;N;73,00;6;N;3;6;0;0;3
CV-VUT0037508-V;Vivienda 37508-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;PS MEDITERRANIA, DE LA, 15, Es:S Pl:01 Pt:01;;08/07/2016;8274301YJ4187S0010DT;;N;98,00;6;N;3;6;0;0;3
CV-VUT0037509-V;Vivienda 37509-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;PS MEDITERRANIA, DE LA, 15, Es:S Pl:03 Pt:05;;08/07/2016;8274301YJ4187S0014JO;;N;98,00;6;N;3;6;0;0;3
CV-VUT0036167-V;Vivienda 36167-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL ASSAGADOR, DE L', 2, Es:2 Pl:02 Pt:D;;03/05/2016;8175803YJ4187N0019RY;;N;100,00;5;N;2;4;1;1;3
CV-VUT0036535-V;Vivienda 36535-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL BOVETAR, 6, Es:1 Pl:03 Pt:14;;08/06/2016;8272407YJ4187S0016ZA;;N;83,00;4;N;2;4;0;0;2
CV-VUT0054426-V;Vivienda 54426-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL ASSAGADOR, DE L', 2, Es:1 Pl:05 Pt:C;;13/02/2024;8175803YJ4187N0016QE;;N;109,00;6;N;3;6;0;0;3
CV-VUT0055835-V;Vivienda 55835-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;AV ROSA DELS VENTS, 3, Pl:05 Pt:F;;10/07/2024;8273603YJ4187S0047BP;;N;64,00;4;N;2;4;0;0;2
CV-VUT0055837-V;Vivienda 55837-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL TAMARITS, DELS, 4, Bloque:B Es:2 Pl:03 Pt:08;;10/07/2024;8274707YJ4187S0044HU;;N;56,00;2;N;1;2;0;0;1
CV-VUT0055838-V;Vivienda 55838-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL RODAFAM, 1, Es:1 Pl:05 Pt:14;;10/07/2024;8272402YJ4187S0015ZP;;N;89,00;4;N;2;4;0;0;2
CV-VUT0055839-V;Vivienda 55839-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL ASSAGADOR, DE L', 2, Es:1 Pl:04 Pt:B;;10/07/2024;8175803YJ4187N0012BX;;N;90,00;4;N;2;4;0;0;2
CV-VUT0055840-V;Vivienda 55840-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL TAMARITS, DELS, 4, Bloque:B Es:2 Pl:04 Pt:10;;10/07/2024;8274707YJ4187S0046KO;;N;101,00;6;N;3;6;0;0;3
CV-VUT0055841-V;Vivienda 55841-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;AV ROSA DELS VENTS, 3, Pl:04 Pt:C;;10/07/2024;8273603YJ4187S0044JU;;N;68,00;2;N;1;2;0;0;1
CV-VUT0041536-V;Vivienda 41536-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL TAMARITS, DELS, 4, Bloque:B Es:2 Pl:03 Pt:09;;20/06/2017;8274707YJ4187S0045JI;;N;79,00;4;N;2;4;0;0;2
CV-VUT0049130-V;Vivienda 49130-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;AV SAFOR, DE LA, 28, Es:2 Pl:02 Pt:09;;09/03/2020;7972405YJ4177S0021TO;;N;82,00;4;N;2;4;0;0;2
CV-VUT0043586-V;Vivienda 43586-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL ESTANY, DE L', 4, Pl:04 Pt:02;;19/04/2018;8173914YJ4187S0026TK;;N;64,00;4;N;2;4;0;0;2
CV-VUT0045282-V;Vivienda 45282-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;AV ROSA DELS VENTS, 2, Bloque:B Es:2 Pl:05 Pt:23;;11/05/2018;8173913YJ4187S0028ZB;;N;86,00;5;N;2;4;1;1;3
CV-VUT0043594-V;Vivienda 43594-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL ESTANY, DE L', 4, Pl:05 Pt:02;;19/04/2018;8173914YJ4187S0034PM;;N;64,00;4;N;2;4;0;0;2
CV-VUT0041012-V;Vivienda 41012-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL ASSAGADOR, DE L', 6, Es:1 Pl:03 Pt:11;;25/05/2017;8175801YJ4187N0014RQ;;N;98,00;6;N;3;6;0;0;3
CV-VUT0041269-V;Vivienda 41269-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL TAMARITS, DELS, 4, Bloque:B Es:2 Pl:01 Pt:02;;08/05/2017;8274707YJ4187S0038DR;;N;56,00;2;N;1;2;0;0;1
CV-VUT0041136-V;Vivienda 41136-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;PS MEDITERRANIA, DE LA, 17, Bloque:3 Es:D Pl:03 Pt:06;;14/07/2017;8175603YJ4187N0035YH;;N;78,00;4;N;2;4;0;0;2
CV-VUT0041137-V;Vivienda 41137-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;PS MEDITERRANIA, DE LA, 13, Bloque:1 Es:A Pl:02 Pt:DR;;14/07/2017;8274304YJ4187S0006HR;;N;99,00;6;N;3;6;0;0;3
CV-VUT0045651-V;Vivienda 45651-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;AV ROSA DELS VENTS, 6, Es:3 Pl:01 Pt:F;;13/07/2018;8274703YJ4187S0022PF;;N;94,00;6;N;3;6;0;0;3
CV-VUT0048950-V;Vivienda 48950-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL TAMARITS, DELS, 2, Es:2 Pl:04 Pt:E;;16/01/2020;8273604YJ4187S0042QT;;N;89,00;4;N;2;4;0;0;2
CV-VUT0049626-V;Vivienda 49626-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL ASSAGADOR, DE L', 6, Es:1 Pl:01 Pt:02;;10/11/2020;8175801YJ4187N0005ZK;;N;79,00;4;N;2;4;0;0;2
CV-VUT0048325-V;Vivienda 48325-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL TAMARITS, DELS, 4, Bloque:B Es:2 Pl:04 Pt:11;;25/07/2019;8274707YJ4187S0047LP;;N;56,00;2;N;1;2;0;0;1
CV-VUT0049776-V;Vivienda 49776-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;AV ROSA DELS VENTS, 6, Es:2 Pl:02 Pt:C;;10/03/2021;8274703YJ4187S0014TO;;N;98,00;6;N;3;6;0;0;3
CV-VUT0048767-V;Vivienda 48767-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL ASSAGADOR, DE L', 2, Es:1 Pl:01 Pt:C;;06/06/2017;8175803YJ4187N0004GJ;;N;97,00;6;N;3;6;0;0;3
CV-VUT0049922-V;Vivienda 49922-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;AV ROSA DELS VENTS, 4, Es:1 Pl:03 Pt:06;;03/05/2021;8173905YJ4187S0010UT;;N;95,00;4;N;2;4;0;0;2
CV-VUT0048340-V;Vivienda 48340-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;AV SAFOR, DE LA, 5, Es:1 Pl:05 Pt:15;;31/07/2019;8173909YJ4187S0017RS;;N;68,00;4;N;2;4;0;0;2
CV-VUT0047862-V;Vivienda 47862-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL RODAFAM, 3, Es:2 Pl:02 Pt:04;;07/06/2019;8272403YJ4187S0017OS;;N;98,00;6;N;3;6;0;0;3
CV-VUT0048697-V;Vivienda 48697-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;PS MEDITERRANIA, DE LA, 13, Bloque:1 Es:A Pl:04 Pt:DR;;08/11/2019;8274304YJ4187S0010JT;;N;99,00;6;N;3;6;0;0;3
CV-VUT0048759-V;Vivienda 48759-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL ESTANY, DE L', 4, Pl:05 Pt:07;;29/11/2019;8173914YJ4187S0039GT;;N;70,00;4;N;2;4;0;0;2
CV-VUT0053505-V;Vivienda 53505-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;AV ROSA DELS VENTS, 3, Pl:01 Pt:B;;20/09/2023;8273603YJ4187S0031UB;;N;67,00;4;N;2;4;0;0;2
CV-VUT0053962-V;Vivienda 53962-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;PS MEDITERRANIA, DE LA, 15, Es:S Pl:02 Pt:04;;30/11/2023;8274301YJ4187S0013HI;;N;73,00;4;N;2;4;0;0;2
CV-VUT0050269-V;Vivienda 50269-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;AV ROSA DELS VENTS, 1, Es:1 Pl:03 Pt:CI;;23/07/2021;8273602YJ4187S0008UY;;N;84,00;4;N;2;4;0;0;2
CV-VUT0051819-V;Vivienda 51819-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL ASSAGADOR, DE L', 6, Es:1 Pl:05 Pt:24;;12/12/2022;8175801YJ4187N0027FA;;N;74,00;4;N;2;4;0;0;2
CV-VUT0055820-V;Vivienda 55820-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;PS MEDITERRANIA, DE LA, 13, Bloque:1 Es:B Pl:05 Pt:IZ;;08/07/2024;8274304YJ4187S0021WD;;N;95,00;6;N;3;6;0;0;3
CV-VUT0058095-V;ESTUDIO PUENTE4;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;AV REI EN JAUME I DEL, 84, Es:A Pl:01 Pt:02;;05/04/2025;9262601YJ4196S0016XZ;;N;35,00;2;S;0;0;0;0;0
CV-VUT0058583-V;;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;PS MEDITERRANIA, DE LA, 17, Bloque:3 Es:D Pl:05 Pt:09;;25/06/2025;8175603YJ4187N0038OL;;N;95,00;6;N;3;6;0;0;3
CV-VUT0042068-V;Vivienda 42068-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;PS MEDITERRANIA, DE LA, 13, Bloque:2 Es:B Pl:01 Pt:IZ;;06/08/2017;8274304YJ4187S0031OB;;N;77,00;4;N;2;4;0;0;2
CV-VUT0049775-V;Vivienda 49775-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;AV ROSA DELS VENTS, 6, Es:2 Pl:03 Pt:C;;10/03/2021;8274703YJ4187S0016UA;;N;98,00;6;N;3;6;0;0;3
CV-VUT0033671-V;Vivienda 33671-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;PS MEDITERRANIA, DE LA, 17, Bloque:2 Es:C Pl:04 Pt:07;;10/07/2013;8175603YJ4187N0026MP;;N;89,00;6;N;3;6;0;0;3
CV-VUT0031342-V;Vivienda 31342-V;VALENCIA/VALÈNCIA;GUARDAMAR DE LA SAFOR;46711;CL BOVETAR, 2, Es:B Pl:02 Pt:07;;05/07/2007;8272405YJ4187S0092OJ;;N;82,00;4;N;2;4;0;0;2
