Nº de inscripción;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios
CV-VUT0057491-V;;VALENCIA/VALÈNCIA;GANDIA;46730;PS MARITIM NEPTU, 103, Bloque:A Es:1 Pl:07 Pt:26;;25/02/2025;4925903YJ4242N0043IJ;;S;100,00;6;N;2;4;2;2;4
CV-VUT0057587-V;INFANTE;VALENCIA/VALÈNCIA;GANDIA;46730;PS MARITIM NEPTU, 65, Bloque:A Es:1 Pl:08 Pt:E4;;07/03/2025;5614104YJ4251S0123JQ;;N;41,00;2;S;0;0;0;0;0
CV-VUT0057745-V;;VALENCIA/VALÈNCIA;GANDIA;46730;AV PAU, 53, Bloque:A Es:A Pl:04 Pt:31;;07/03/2025;6304805YJ4260S0071JK;;N;63,00;4;N;2;4;0;0;2
CV-VUT0057911-V;;VALENCIA/VALÈNCIA;GANDIA;46730;CL DEVESA, 13, Bloque:A Es:2 Pl:11 Pt:21;;31/03/2025;5117902YJ4251N0124KJ;;N;51,00;4;N;2;4;0;0;2
CV-VUT0057357-V;;VALENCIA/VALÈNCIA;GANDIA;46701;AV REPUBLICA ARGENTINA DE LA, 63, Bloque:A Es:1 Pl:02 Pt:03;;14/02/2025;3974909YJ4137S0005OY;;N;89,00;3;N;1;2;1;1;2
CV-VUT0057358-V;VICENTE CHOVA MORANT;VALENCIA/VALÈNCIA;GANDIA;46702;CL JACINT BENAVENT, 16, Bloque:A Es:1 Pl:04 Pt:07;;14/02/2025;3767507YJ4136N0019TG;6980/2025;N;163,00;10;N;5;10;0;0;5
CV-VUT0057770-V;;VALENCIA/VALÈNCIA;GANDIA;46730;CL RIOJA, 105, Bloque:F Es:1 Pl:04 Pt:13;;24/03/2025;4721401YJ4242S0063EH;;N;62,00;4;N;2;4;0;0;2
CV-VUT0057784-V;;VALENCIA/VALÈNCIA;GANDIA;46730;PS ROSA DELS VENTS, 57, Es:1 Pl:03 Pt:A;;25/03/2025;5409503YJ4250N0035DT;;N;73,00;4;N;2;4;0;0;2
CV-VUT0057789-V;;VALENCIA/VALÈNCIA;GANDIA;46730;CL RABIDA, 1, Bloque:C Es:1 Pl:05 Pt:E8;;25/03/2025;6107802YJ4260N0216DW;;N;50,00;3;N;1;2;1;1;2
CV-VUT0057202-V;COLONIA DUCAL;VALENCIA/VALÈNCIA;GANDIA;46730;PS MARITIM NEPTU, 79, Bloque:A Es:4 Pl:01 Pt:02;;29/01/2025;5416601YJ4251N0007ME;;N;103,00;6;N;3;6;0;0;3
CV-VUT0057517-V;;VALENCIA/VALÈNCIA;GANDIA;46730;CL LLEVANT, 21, Bloque:A Es:1 Pl:01 Pt:03;;25/02/2025;6299207YJ4169N0004FB;;N;83,00;2;N;1;2;0;0;1
CV-VUT0057929-V;;VALENCIA/VALÈNCIA;GANDIA;46730;CL PART, 13, Es:T Pl:OD Pt:OS;;31/03/2025;6298112YJ4169N0001BJ;;N;99,00;4;N;2;4;0;0;2
CV-VUT0057212-V;Piso Prado;VALENCIA/VALÈNCIA;GANDIA;46702;PZ PRADO DEL, 15, Es:1 Pl:02 Pt:02;;29/01/2025;4266109YJ4146N0007MP;;N;188,00;7;N;3;6;1;1;4
CV-VUT0057659-V;;VALENCIA/VALÈNCIA;GANDIA;46730;AV PAU, 1, Bloque:A Es:B Pl:04 Pt:08;;06/03/2025;5901706YJ4250S0035FD;;N;92,00;4;N;1;2;2;2;3
CV-VUT0057747-V;PLAYAMAR MARE NOSTRUM 11 5º 15;VALENCIA/VALÈNCIA;GANDIA;46730;CL MARE NOSTRUM, 11, Es:1 Pl:05 Pt:15;www.voramargandia.com;21/03/2025;6204103YJ4260S0016AR;;N;91,00;6;N;3;6;0;0;3
CV-VUT0057272-V;;VALENCIA/VALÈNCIA;GANDIA;46730;PZ MEDITERRANIA, 2, Bloque:B Es:5 Pl:01 Pt:Y;;06/02/2025;9599801YJ4199N0175YH;;N;40,00;3;N;1;2;1;1;2
CV-VUT0057624-V;BERMUDAS 10;VALENCIA/VALÈNCIA;GANDIA;46730;PS MARITIM NEPTU, 105, Bloque:A Es:1 Pl:10 Pt:0B;;10/03/2025;4925901YJ4242N0020LM;;N;127,00;6;N;3;6;0;0;3
CV-VUT0057399-V;;VALENCIA/VALÈNCIA;GANDIA;46730;CL BARRAQUES, 30, Bloque:A Es:2 Pl:01 Pt:04;;18/02/2025;6005128YJ4260N0014JJ;;N;83,00;6;N;3;6;0;0;3
CV-VUT0057714-V;;VALENCIA/VALÈNCIA;GANDIA;46730;CL EIVISSA, 9;;18/03/2025;5899605YJ4159N0001JD;;N;194,00;8;N;4;8;0;0;4
CV-VUT0057493-V;;VALENCIA/VALÈNCIA;GANDIA;46701;AV VALENCIA, 6, Bloque:A Es:1 Pl:03 Pt:03;;24/02/2025;4374512YJ4147S0004UO;;N;217,00;12;N;6;12;0;0;6
CV-VUT0057494-V;;VALENCIA/VALÈNCIA;GANDIA;46701;AV VALENCIA, 6, Bloque:A Es:1 Pl:02 Pt:02;;24/02/2025;4374512YJ4147S0003YI;;N;217,00;12;N;6;12;0;0;6
CV-VUT0057547-V;;VALENCIA/VALÈNCIA;GANDIA;46730;PZ CIUTAT DUCAL, 4, Bloque:B Es:4 Pl:04 Pt:08;;27/02/2025;5313606YJ4251S0073FP;;N;94,00;7;N;2;4;3;3;5
CV-VUT0057730-V;GANDIPORT 1º 1º;VALENCIA/VALÈNCIA;GANDIA;46730;CL ALCOI, 43, Es:2 Pl:01 Pt:01;www.voramargandia.com;20/03/2025;5601601YJ4250S0044KL;;N;80,00;4;N;2;4;0;0;2
CV-VUT0057684-V;;VALENCIA/VALÈNCIA;GANDIA;46701;CL ALFARO, 21, Es:T Pl:OD Pt:OS;;14/03/2025;4473913YJ4147S0001HY;;N;114,00;8;N;4;8;0;0;4
CV-VUT0035173-V;;VALENCIA/VALÈNCIA;GANDIA;46730;CL CLOT DE LA MOTA DEL, 27, Es:3 Pl:04 Pt:16;;30/06/2015;5608504YJ4250N0052SH;;N;41,00;2;N;1;2;0;0;1
