Provincias de destino;Procedencia de los viajeros;Meses;Total
Coruña, A;Residentes en España;Febrero;1,46
Coruña, A;Residentes en España;Marzo;1,6
Coruña, A;Residentes en España;Abril;1,43
Coruña, A;Residentes en España;Mayo;1,39
Coruña, A;Residentes en España;Junio;1,71
Coruña, A;Residentes en España;Julio;2,42
Coruña, A;Residentes en España;Agosto;2,7
Coruña, A;Residentes en España;Septiembre;1,81
Coruña, A;Residentes en España;Octubre;1,61
Coruña, A;Residentes en España;Noviembre;1,52
Coruña, A;Residentes en España;Diciembre;2,04
Coruña, A;No Residentes en España;Total;1,44
Coruña, A;No Residentes en España;Enero;1,18
Coruña, A;No Residentes en España;Febrero;1,14
Coruña, A;No Residentes en España;Marzo;1,41
Coruña, A;No Residentes en España;Abril;1,19
Coruña, A;No Residentes en España;Mayo;1,2
Coruña, A;No Residentes en España;Junio;1,31
Coruña, A;No Residentes en España;Julio;1,96
Coruña, A;No Residentes en España;Agosto;2,08
Coruña, A;No Residentes en España;Septiembre;1,24
Coruña, A;No Residentes en España;Octubre;1,35
Coruña, A;No Residentes en España;Noviembre;1,35
Coruña, A;No Residentes en España;Diciembre;1,95
Cuenca;Total;Total;2,37
Cuenca;Total;Enero;2,59
Cuenca;Total;Febrero;2,77
Cuenca;Total;Marzo;2,62
Cuenca;Total;Abril;2,21
Cuenca;Total;Mayo;2,21
Cuenca;Total;Junio;2,13
Cuenca;Total;Julio;2,49
Cuenca;Total;Agosto;2,85
Cuenca;Total;Septiembre;2,17
Cuenca;Total;Octubre;2,06
Cuenca;Total;Noviembre;2,08
Cuenca;Total;Diciembre;2,4
Cuenca;Residentes en España;Total;2,36
Cuenca;Residentes en España;Enero;2,59
Cuenca;Residentes en España;Febrero;2,21
Cuenca;Residentes en España;Marzo;2,64
Cuenca;Residentes en España;Abril;2,26
Cuenca;Residentes en España;Mayo;2,25
Cuenca;Residentes en España;Junio;2,14
Cuenca;Residentes en España;Julio;2,47
Cuenca;Residentes en España;Agosto;2,84
Cuenca;Residentes en España;Septiembre;2,2
Cuenca;Residentes en España;Octubre;2,09
Cuenca;Residentes en España;Noviembre;2,08
Cuenca;Residentes en España;Diciembre;2,4
Cuenca;No Residentes en España;Total;2,61
Cuenca;No Residentes en España;Enero;2,5
Cuenca;No Residentes en España;Febrero;7,32
Cuenca;No Residentes en España;Marzo;1,93
Cuenca;No Residentes en España;Abril;1,79
Cuenca;No Residentes en España;Mayo;1,81
Cuenca;No Residentes en España;Junio;1,92
Cuenca;No Residentes en España;Julio;2,71
Cuenca;No Residentes en España;Agosto;3,03
Cuenca;No Residentes en España;Septiembre;1,69
Cuenca;No Residentes en España;Octubre;1,66
Cuenca;No Residentes en España;Noviembre;2,18
Cuenca;No Residentes en España;Diciembre;2,36
Gipuzkoa;Total;Total;2,81
Gipuzkoa;Total;Enero;2,87
Gipuzkoa;Total;Febrero;2,68
Gipuzkoa;Total;Marzo;2,66
Gipuzkoa;Total;Abril;2,45
Gipuzkoa;Total;Mayo;2,47
Gipuzkoa;Total;Junio;2,43
Gipuzkoa;Total;Julio;3,44
Gipuzkoa;Total;Agosto;3,82
Gipuzkoa;Total;Septiembre;2,59
Gipuzkoa;Total;Octubre;2,23
Gipuzkoa;Total;Noviembre;2,29
Gipuzkoa;Total;Diciembre;2,49
Gipuzkoa;Residentes en España;Total;2,81
Gipuzkoa;Residentes en España;Enero;2,65
Gipuzkoa;Residentes en España;Febrero;2,54
Gipuzkoa;Residentes en España;Marzo;2,49
Gipuzkoa;Residentes en España;Abril;2,46
Gipuzkoa;Residentes en España;Mayo;2,29
Gipuzkoa;Residentes en España;Junio;2,3
Gipuzkoa;Residentes en España;Julio;3,57
Gipuzkoa;Residentes en España;Agosto;3,99
Gipuzkoa;Residentes en España;Septiembre;2,7
Gipuzkoa;Residentes en España;Octubre;2,17
Gipuzkoa;Residentes en España;Noviembre;2,34
Gipuzkoa;Residentes en España;Diciembre;2,53
Gipuzkoa;No Residentes en España;Total;2,81
Gipuzkoa;No Residentes en España;Enero;4,08
Gipuzkoa;No Residentes en España;Febrero;3,25
Gipuzkoa;No Residentes en España;Marzo;3,52
Gipuzkoa;No Residentes en España;Abril;2,42
Gipuzkoa;No Residentes en España;Mayo;2,74
Gipuzkoa;No Residentes en España;Junio;2,67
Gipuzkoa;No Residentes en España;Julio;3,21
Gipuzkoa;No Residentes en España;Agosto;3,36
Gipuzkoa;No Residentes en España;Septiembre;2,4
Gipuzkoa;No Residentes en España;Octubre;2,36
Gipuzkoa;No Residentes en España;Noviembre;2,1
Gipuzkoa;No Residentes en España;Diciembre;2,27
Girona;Total;Total;2,69
Girona;Total;Enero;2,1
Girona;Total;Febrero;2,06
Girona;Total;Marzo;2,4
Girona;Total;Abril;1,96
Girona;Total;Mayo;2,06
Girona;Total;Junio;2,22
Girona;Total;Julio;3,81
Girona;Total;Agosto;4,58
Girona;Total;Septiembre;2,5
Girona;Total;Octubre;2,37
Girona;Total;Noviembre;2,06
Girona;Total;Diciembre;2,48
Girona;Residentes en España;Total;2,41
Girona;Residentes en España;Enero;2
Girona;Residentes en España;Febrero;1,99
Girona;Residentes en España;Marzo;2,38
Girona;Residentes en España;Abril;1,85
Girona;Residentes en España;Mayo;1,88
Girona;Residentes en España;Junio;2,12
Girona;Residentes en España;Julio;2,76
Girona;Residentes en España;Agosto;4,3
Girona;Residentes en España;Septiembre;2,42
Girona;Residentes en España;Octubre;2,23
Girona;Residentes en España;Noviembre;2,04
Girona;Residentes en España;Diciembre;2,48
Girona;No Residentes en España;Total;3,85
Girona;No Residentes en España;Enero;3,9
Girona;No Residentes en España;Febrero;3,08
Girona;No Residentes en España;Marzo;2,63
Girona;No Residentes en España;Abril;2,49
Girona;No Residentes en España;Mayo;2,71
Girona;No Residentes en España;Junio;2,9
Girona;No Residentes en España;Julio;5,49
Girona;No Residentes en España;Agosto;5,06
Girona;No Residentes en España;Septiembre;2,8
Girona;No Residentes en España;Octubre;2,92
Girona;No Residentes en España;Noviembre;2,32
Girona;No Residentes en España;Diciembre;2,48
Granada;Total;Total;2,8
Granada;Total;Enero;2,31
Granada;Total;Febrero;2,59
Granada;Total;Marzo;3,02
Granada;Total;Abril;2,44
Granada;Total;Mayo;2,79
Granada;Total;Junio;2,66
Granada;Total;Julio;3,28
Granada;Total;Agosto;3,75
Granada;Total;Septiembre;2,77
Granada;Total;Octubre;2,49
Granada;Total;Noviembre;2,09
Granada;Total;Diciembre;2,37
Granada;Residentes en España;Total;2,37
Granada;Residentes en España;Enero;2,26
Granada;Residentes en España;Febrero;2,13
Granada;Residentes en España;Marzo;2,64
Granada;Residentes en España;Abril;1,97
Granada;Residentes en España;Mayo;2,02
Granada;Residentes en España;Junio;2,2
Granada;Residentes en España;Julio;2,85
Granada;Residentes en España;Agosto;3,07
Granada;Residentes en España;Septiembre;2,1
Granada;Residentes en España;Octubre;1,87
Granada;Residentes en España;Noviembre;2,1
Granada;Residentes en España;Diciembre;2,21
Granada;No Residentes en España;Total;4,42
Granada;No Residentes en España;Enero;4,43
Granada;No Residentes en España;Febrero;4,25
Granada;No Residentes en España;Marzo;5,01
Granada;No Residentes en España;Abril;3,84
Granada;No Residentes en España;Mayo;4,55
Granada;No Residentes en España;Junio;3,93
Granada;No Residentes en España;Julio;5,46
Granada;No Residentes en España;Agosto;7,17
Granada;No Residentes en España;Septiembre;4,27
Granada;No Residentes en España;Octubre;3,51
Granada;No Residentes en España;Noviembre;2,01
Granada;No Residentes en España;Diciembre;4,06
Guadalajara;Total;Total;2,15
Guadalajara;Total;Enero;2,27
Guadalajara;Total;Febrero;2,05
Guadalajara;Total;Marzo;2,2
Guadalajara;Total;Abril;2,08
Guadalajara;Total;Mayo;2,09
Guadalajara;Total;Junio;1,91
Guadalajara;Total;Julio;2,01
Guadalajara;Total;Agosto;2,32
Guadalajara;Total;Septiembre;1,97
Guadalajara;Total;Octubre;2,14
Guadalajara;Total;Noviembre;2,32
Guadalajara;Total;Diciembre;2,37
Guadalajara;Residentes en España;Total;2,14
Guadalajara;Residentes en España;Enero;2,3
Guadalajara;Residentes en España;Febrero;2,09
Guadalajara;Residentes en España;Marzo;2,24
Guadalajara;Residentes en España;Abril;2,12
Guadalajara;Residentes en España;Mayo;2,12
Guadalajara;Residentes en España;Junio;1,94
Guadalajara;Residentes en España;Julio;2,03
Guadalajara;Residentes en España;Agosto;2,34
Guadalajara;Residentes en España;Septiembre;2,07
Guadalajara;Residentes en España;Octubre;2,03
Guadalajara;Residentes en España;Noviembre;2,18
Guadalajara;Residentes en España;Diciembre;2,25
Guadalajara;No Residentes en España;Total;2,22
Guadalajara;No Residentes en España;Enero;1,58
Guadalajara;No Residentes en España;Febrero;1,09
Guadalajara;No Residentes en España;Marzo;1,28
Guadalajara;No Residentes en España;Abril;1,46
Guadalajara;No Residentes en España;Mayo;1,35
Guadalajara;No Residentes en España;Junio;1,31
Guadalajara;No Residentes en España;Julio;1,66
Guadalajara;No Residentes en España;Agosto;1,68
Guadalajara;No Residentes en España;Septiembre;1,31
Guadalajara;No Residentes en España;Octubre;3,64
Guadalajara;No Residentes en España;Noviembre;6,67
Guadalajara;No Residentes en España;Diciembre;7,23
Huelva;Total;Total;2,27
Huelva;Total;Enero;1,86
Huelva;Total;Febrero;2,04
Huelva;Total;Marzo;2,28
Huelva;Total;Abril;2,11
Huelva;Total;Mayo;2,3
Huelva;Total;Junio;2,11
Huelva;Total;Julio;2,3
Huelva;Total;Agosto;2,97
Huelva;Total;Septiembre;2,16
Huelva;Total;Octubre;2,11
Huelva;Total;Noviembre;2,25
Huelva;Total;Diciembre;2,32
Huelva;Residentes en España;Total;2,2
Huelva;Residentes en España;Enero;1,81
Huelva;Residentes en España;Febrero;1,92
Huelva;Residentes en España;Marzo;2,23
Huelva;Residentes en España;Abril;2,04
Huelva;Residentes en España;Mayo;2,3
Huelva;Residentes en España;Junio;2,08
Huelva;Residentes en España;Julio;2,26
Huelva;Residentes en España;Agosto;2,84
Huelva;Residentes en España;Septiembre;2,01
Huelva;Residentes en España;Octubre;2,01
Huelva;Residentes en España;Noviembre;2,24
Huelva;Residentes en España;Diciembre;2,29
Huelva;No Residentes en España;Total;3,03
Huelva;No Residentes en España;Enero;3,11
Huelva;No Residentes en España;Febrero;3,53
Huelva;No Residentes en España;Marzo;2,73
Huelva;No Residentes en España;Abril;2,54
Huelva;No Residentes en España;Mayo;2,4
Huelva;No Residentes en España;Junio;2,41
Huelva;No Residentes en España;Julio;3,11
Huelva;No Residentes en España;Agosto;4,47
Huelva;No Residentes en España;Septiembre;3,59
Huelva;No Residentes en España;Octubre;2,74
Huelva;No Residentes en España;Noviembre;2,37
Huelva;No Residentes en España;Diciembre;2,75
Huesca;Total;Total;3,06
Huesca;Total;Enero;2,9
Huesca;Total;Febrero;2,65
Huesca;Total;Marzo;2,96
Huesca;Total;Abril;2,84
Huesca;Total;Mayo;2,58
Huesca;Total;Junio;2,69
Huesca;Total;Julio;3,79
Huesca;Total;Agosto;4,1
Huesca;Total;Septiembre;2,71
Huesca;Total;Octubre;2,44
Huesca;Total;Noviembre;2,43
Huesca;Total;Diciembre;2,9
Huesca;Residentes en España;Total;3,06
Huesca;Residentes en España;Enero;2,94
Huesca;Residentes en España;Febrero;2,72
Huesca;Residentes en España;Marzo;3,02
Huesca;Residentes en España;Abril;2,85
Huesca;Residentes en España;Mayo;2,57
Huesca;Residentes en España;Junio;2,69
Huesca;Residentes en España;Julio;3,63
Huesca;Residentes en España;Agosto;4,32
Huesca;Residentes en España;Septiembre;2,67
Huesca;Residentes en España;Octubre;2,4
Huesca;Residentes en España;Noviembre;2,38
Huesca;Residentes en España;Diciembre;2,94
Huesca;No Residentes en España;Total;3,03
Huesca;No Residentes en España;Enero;2,2
Huesca;No Residentes en España;Febrero;1,85
Huesca;No Residentes en España;Marzo;1,91
Huesca;No Residentes en España;Abril;2,81
Huesca;No Residentes en España;Mayo;2,61
Huesca;No Residentes en España;Junio;2,7
Huesca;No Residentes en España;Julio;4,38
Huesca;No Residentes en España;Agosto;3,42
Huesca;No Residentes en España;Septiembre;2,86
Huesca;No Residentes en España;Octubre;2,61
Huesca;No Residentes en España;Noviembre;2,63
Huesca;No Residentes en España;Diciembre;2,29
Jaén;Total;Total;2,49
Jaén;Total;Enero;2,15
Jaén;Total;Febrero;2,04
Jaén;Total;Marzo;2,44
Jaén;Total;Abril;2,06
Jaén;Total;Mayo;2,01
Jaén;Total;Junio;2,99
Jaén;Total;Julio;3,3
Jaén;Total;Agosto;3,55
Jaén;Total;Septiembre;2
Jaén;Total;Octubre;1,94
Jaén;Total;Noviembre;2,05
Jaén;Total;Diciembre;2,37
Jaén;Residentes en España;Total;2,42
Jaén;Residentes en España;Enero;2,15
Jaén;Residentes en España;Febrero;2,01
Jaén;Residentes en España;Marzo;2,45
Jaén;Residentes en España;Abril;2,05
Jaén;Residentes en España;Mayo;1,99
Jaén;Residentes en España;Junio;2,94
Jaén;Residentes en España;Julio;3,03
Jaén;Residentes en España;Agosto;3,38
Jaén;Residentes en España;Septiembre;1,99
Jaén;Residentes en España;Octubre;1,92
Jaén;Residentes en España;Noviembre;2,05
Jaén;Residentes en España;Diciembre;2,36
Jaén;No Residentes en España;Total;4,02
Jaén;No Residentes en España;Enero;2,14
Jaén;No Residentes en España;Febrero;3,71
Jaén;No Residentes en España;Marzo;2,07
Jaén;No Residentes en España;Abril;2,18
Jaén;No Residentes en España;Mayo;2,48
Jaén;No Residentes en España;Junio;3,63
Jaén;No Residentes en España;Julio;6,86
Jaén;No Residentes en España;Agosto;8,27
Jaén;No Residentes en España;Septiembre;2,4
Jaén;No Residentes en España;Octubre;2,41
Jaén;No Residentes en España;Noviembre;2,08
Jaén;No Residentes en España;Diciembre;2,52
León;Total;Total;2,49
León;Total;Enero;2,14
León;Total;Febrero;2,25
León;Total;Marzo;2,62
León;Total;Abril;2,17
León;Total;Mayo;2,21
León;Total;Junio;2,5
León;Total;Julio;2,39
León;Total;Agosto;3,02
León;Total;Septiembre;2,2
León;Total;Octubre;2,22
León;Total;Noviembre;2,73
León;Total;Diciembre;2,69
León;Residentes en España;Total;2,66
León;Residentes en España;Enero;2,16
León;Residentes en España;Febrero;2,16
León;Residentes en España;Marzo;2,64
León;Residentes en España;Abril;2,44
León;Residentes en España;Mayo;2,68
León;Residentes en España;Junio;2,76
León;Residentes en España;Julio;2,53
León;Residentes en España;Agosto;3,15
León;Residentes en España;Septiembre;2,42
León;Residentes en España;Octubre;2,41
León;Residentes en España;Noviembre;2,76
León;Residentes en España;Diciembre;2,7
León;No Residentes en España;Total;1,8
León;No Residentes en España;Enero;1,85
León;No Residentes en España;Febrero;3,39
León;No Residentes en España;Marzo;1,9
León;No Residentes en España;Abril;1,49
León;No Residentes en España;Mayo;1,36
León;No Residentes en España;Junio;1,89
León;No Residentes en España;Julio;1,93
León;No Residentes en España;Agosto;2,43
León;No Residentes en España;Septiembre;1,55
León;No Residentes en España;Octubre;1,52
León;No Residentes en España;Noviembre;1,77
León;No Residentes en España;Diciembre;2,52
Lleida;Total;Total;2,61
Lleida;Total;Enero;2,96
Lleida;Total;Febrero;2,39
Lleida;Total;Marzo;2,7
Lleida;Total;Abril;2,06
Lleida;Total;Mayo;2,07
Lleida;Total;Junio;2,38
Lleida;Total;Julio;2,96
Lleida;Total;Agosto;3,88
Lleida;Total;Septiembre;2,33
Lleida;Total;Octubre;2,3
Lleida;Total;Noviembre;2
Lleida;Total;Diciembre;2,48
Lleida;Residentes en España;Total;2,55
Lleida;Residentes en España;Enero;3,01
Lleida;Residentes en España;Febrero;2,36
Lleida;Residentes en España;Marzo;2,68
Lleida;Residentes en España;Abril;1,98
Lleida;Residentes en España;Mayo;2,02
Lleida;Residentes en España;Junio;2,18
Lleida;Residentes en España;Julio;2,81
Lleida;Residentes en España;Agosto;3,83
Lleida;Residentes en España;Septiembre;2,24
Lleida;Residentes en España;Octubre;2,31
Lleida;Residentes en España;Noviembre;1,98
Lleida;Residentes en España;Diciembre;2,46
Lleida;No Residentes en España;Total;3,16
Lleida;No Residentes en España;Enero;2,23
Lleida;No Residentes en España;Febrero;3,04
Lleida;No Residentes en España;Marzo;2,97
Lleida;No Residentes en España;Abril;2,59
Lleida;No Residentes en España;Mayo;2,31
Lleida;No Residentes en España;Junio;3,51
Lleida;No Residentes en España;Julio;4,19
Lleida;No Residentes en España;Agosto;4,37
Lleida;No Residentes en España;Septiembre;3,13
Lleida;No Residentes en España;Octubre;2,25
Lleida;No Residentes en España;Noviembre;2,44
Lleida;No Residentes en España;Diciembre;2,84
Lugo;Total;Total;1,86
Lugo;Total;Enero;2,27
Lugo;Total;Febrero;1,46
Lugo;Total;Marzo;2
Lugo;Total;Abril;1,37
Lugo;Total;Mayo;1,46
Lugo;Total;Junio;1,53
Lugo;Total;Julio;2,05
Lugo;Total;Agosto;2,76
Lugo;Total;Septiembre;1,62
Lugo;Total;Octubre;1,42
Lugo;Total;Noviembre;1,71
Lugo;Total;Diciembre;1,8
Lugo;Residentes en España;Total;2,04
Lugo;Residentes en España;Enero;2,23
Lugo;Residentes en España;Febrero;1,41
Lugo;Residentes en España;Marzo;2,02
Lugo;Residentes en España;Abril;1,61
Lugo;Residentes en España;Mayo;1,66
Lugo;Residentes en España;Junio;1,67
Lugo;Residentes en España;Julio;2,2
Lugo;Residentes en España;Agosto;2,85
Lugo;Residentes en España;Septiembre;1,85
Lugo;Residentes en España;Octubre;1,59
Lugo;Residentes en España;Noviembre;1,66
Lugo;Residentes en España;Diciembre;1,73
Lugo;No Residentes en España;Total;1,39
Lugo;No Residentes en España;Enero;2,67
Lugo;No Residentes en España;Febrero;3,86
Lugo;No Residentes en España;Marzo;1,77
Lugo;No Residentes en España;Abril;1,1
Lugo;No Residentes en España;Mayo;1,13
Lugo;No Residentes en España;Junio;1,26
Lugo;No Residentes en España;Julio;1,55
Lugo;No Residentes en España;Agosto;2,27
Lugo;No Residentes en España;Septiembre;1,24
Lugo;No Residentes en España;Octubre;1,18
Lugo;No Residentes en España;Noviembre;2,36
Lugo;No Residentes en España;Diciembre;2,67
Madrid;Total;Total;1,93
Madrid;Total;Enero;1,85
Madrid;Total;Febrero;1,81
Madrid;Total;Marzo;1,86
Madrid;Total;Abril;1,77
Madrid;Total;Mayo;1,75
Madrid;Total;Junio;1,93
Madrid;Total;Julio;2,22
Madrid;Total;Agosto;2,42
Madrid;Total;Septiembre;1,8
Madrid;Total;Octubre;1,82
Madrid;Total;Noviembre;1,84
Madrid;Total;Diciembre;1,94
Madrid;Residentes en España;Total;1,9
Madrid;Residentes en España;Enero;1,86
Madrid;Residentes en España;Febrero;1,81
Madrid;Residentes en España;Marzo;1,86
Madrid;Residentes en España;Abril;1,78
Madrid;Residentes en España;Mayo;1,71
Madrid;Residentes en España;Junio;1,92
Madrid;Residentes en España;Julio;2,19
Madrid;Residentes en España;Agosto;2,34
Madrid;Residentes en España;Septiembre;1,74
Madrid;Residentes en España;Octubre;1,78
Madrid;Residentes en España;Noviembre;1,82
Madrid;Residentes en España;Diciembre;1,92
Madrid;No Residentes en España;Total;2,28
Madrid;No Residentes en España;Enero;1,76
Madrid;No Residentes en España;Febrero;1,79
Madrid;No Residentes en España;Marzo;1,85
Madrid;No Residentes en España;Abril;1,54
Madrid;No Residentes en España;Mayo;2,24
Madrid;No Residentes en España;Junio;2,01
Madrid;No Residentes en España;Julio;2,51
Madrid;No Residentes en España;Agosto;3,41
Madrid;No Residentes en España;Septiembre;2,41
Madrid;No Residentes en España;Octubre;2,17
Madrid;No Residentes en España;Noviembre;2,18
Madrid;No Residentes en España;Diciembre;2,44
Málaga;Total;Total;5,32
Málaga;Total;Enero;4,35
Málaga;Total;Febrero;4,14
Málaga;Total;Marzo;5
Málaga;Total;Abril;5,29
Málaga;Total;Mayo;5,12
Málaga;Total;Junio;5,68
Málaga;Total;Julio;6,42
Málaga;Total;Agosto;6,14
Málaga;Total;Septiembre;5,08
Málaga;Total;Octubre;4,88
Málaga;Total;Noviembre;4,09
Málaga;Total;Diciembre;4,43
Málaga;Residentes en España;Total;3,25
Málaga;Residentes en España;Enero;1,79
Málaga;Residentes en España;Febrero;2
Málaga;Residentes en España;Marzo;2,82
Málaga;Residentes en España;Abril;2,47
Málaga;Residentes en España;Mayo;3,09
Málaga;Residentes en España;Junio;3,8
Málaga;Residentes en España;Julio;4,23
Málaga;Residentes en España;Agosto;4,41
Málaga;Residentes en España;Septiembre;2,98
Málaga;Residentes en España;Octubre;2,59
Málaga;Residentes en España;Noviembre;2,09
Málaga;Residentes en España;Diciembre;3,21
Málaga;No Residentes en España;Total;6,24
Málaga;No Residentes en España;Enero;6,2
Málaga;No Residentes en España;Febrero;5,51
Málaga;No Residentes en España;Marzo;6,1
Málaga;No Residentes en España;Abril;5,63
Málaga;No Residentes en España;Mayo;5,64
Málaga;No Residentes en España;Junio;6,28
Málaga;No Residentes en España;Julio;7,22
Málaga;No Residentes en España;Agosto;7,15
Málaga;No Residentes en España;Septiembre;6,05
Málaga;No Residentes en España;Octubre;5,7
Málaga;No Residentes en España;Noviembre;5,61
Málaga;No Residentes en España;Diciembre;6,69
Murcia;Total;Total;3,17
Murcia;Total;Enero;2,46
Murcia;Total;Febrero;2,49
Murcia;Total;Marzo;2,65
Murcia;Total;Abril;2,6
Murcia;Total;Mayo;2,85
Murcia;Total;Junio;2,46
Murcia;Total;Julio;4,08
Murcia;Total;Agosto;5,44
Murcia;Total;Septiembre;3,08
Murcia;Total;Octubre;2,72
Murcia;Total;Noviembre;2,58
Murcia;Total;Diciembre;2,88
Murcia;Residentes en España;Total;2,87
Murcia;Residentes en España;Enero;2,19
Murcia;Residentes en España;Febrero;2,33
Murcia;Residentes en España;Marzo;2,51
Murcia;Residentes en España;Abril;2,23
Murcia;Residentes en España;Mayo;2,16
Murcia;Residentes en España;Junio;2,29
Murcia;Residentes en España;Julio;3,66
Murcia;Residentes en España;Agosto;5,23
Murcia;Residentes en España;Septiembre;2,72
Murcia;Residentes en España;Octubre;2,24
Murcia;Residentes en España;Noviembre;2,29
Murcia;Residentes en España;Diciembre;2,66
Murcia;No Residentes en España;Total;8,37
Murcia;No Residentes en España;Enero;5,44
Murcia;No Residentes en España;Febrero;4,85
Murcia;No Residentes en España;Marzo;4,98
Murcia;No Residentes en España;Abril;11,81
Murcia;No Residentes en España;Mayo;12,22
Murcia;No Residentes en España;Junio;5,76
Murcia;No Residentes en España;Julio;11,11
Murcia;No Residentes en España;Agosto;9,47
Murcia;No Residentes en España;Septiembre;12,06
Murcia;No Residentes en España;Octubre;6,25
Murcia;No Residentes en España;Noviembre;14,12
Murcia;No Residentes en España;Diciembre;9,74
Navarra;Total;Total;2,57
Navarra;Total;Enero;2,36
Navarra;Total;Febrero;2,27
Navarra;Total;Marzo;2,78
Navarra;Total;Abril;1,82
Navarra;Total;Mayo;1,82
Navarra;Total;Junio;2,21
Navarra;Total;Julio;3,11
Navarra;Total;Agosto;3,55
Navarra;Total;Septiembre;2,49
Navarra;Total;Octubre;2,2
Navarra;Total;Noviembre;2,26
Navarra;Total;Diciembre;3,01
Navarra;Residentes en España;Total;2,76
Navarra;Residentes en España;Enero;2,33
Navarra;Residentes en España;Febrero;2,3
Navarra;Residentes en España;Marzo;2,84
Navarra;Residentes en España;Abril;2,33
Navarra;Residentes en España;Mayo;2,19
Navarra;Residentes en España;Junio;2,72
Navarra;Residentes en España;Julio;2,98
Navarra;Residentes en España;Agosto;3,56
Navarra;Residentes en España;Septiembre;2,63
Navarra;Residentes en España;Octubre;2,29
Navarra;Residentes en España;Noviembre;2,29
Navarra;Residentes en España;Diciembre;3
Navarra;No Residentes en España;Total;1,88
Navarra;No Residentes en España;Enero;2,6
Navarra;No Residentes en España;Febrero;1,83
Navarra;No Residentes en España;Marzo;2,02
Navarra;No Residentes en España;Abril;1,16
Navarra;No Residentes en España;Mayo;1,43
Navarra;No Residentes en España;Junio;1,32
Navarra;No Residentes en España;Julio;3,74
Navarra;No Residentes en España;Agosto;3,39
Navarra;No Residentes en España;Septiembre;1,88
Navarra;No Residentes en España;Octubre;1,68
Navarra;No Residentes en España;Noviembre;2,06
Navarra;No Residentes en España;Diciembre;3,22
Ourense;Total;Total;1,87
Ourense;Total;Enero;1,53
Ourense;Total;Febrero;1,48
Ourense;Total;Marzo;1,65
Ourense;Total;Abril;1,51
Ourense;Total;Mayo;1,65
Ourense;Total;Junio;1,78
Ourense;Total;Julio;2,11
Ourense;Total;Agosto;2,54
Ourense;Total;Septiembre;1,94
Ourense;Total;Octubre;1,87
Ourense;Total;Noviembre;1,47
Ourense;Total;Diciembre;1,61
Ourense;Residentes en España;Total;1,89
Ourense;Residentes en España;Enero;1,51
Ourense;Residentes en España;Febrero;1,46
Ourense;Residentes en España;Marzo;1,69
Ourense;Residentes en España;Abril;1,54
Ourense;Residentes en España;Mayo;1,69
Ourense;Residentes en España;Junio;1,75
Ourense;Residentes en España;Julio;2,05
Ourense;Residentes en España;Agosto;2,57
Ourense;Residentes en España;Septiembre;2,02
Ourense;Residentes en España;Octubre;1,94
Ourense;Residentes en España;Noviembre;1,48
Ourense;Residentes en España;Diciembre;1,6
Ourense;No Residentes en España;Total;1,78
Ourense;No Residentes en España;Enero;1,64
Ourense;No Residentes en España;Febrero;1,57
Ourense;No Residentes en España;Marzo;1,4
Ourense;No Residentes en España;Abril;1,43
Ourense;No Residentes en España;Mayo;1,53
Ourense;No Residentes en España;Junio;1,86
Ourense;No Residentes en España;Julio;2,41
Ourense;No Residentes en España;Agosto;2,36
Ourense;No Residentes en España;Septiembre;1,72
Ourense;No Residentes en España;Octubre;1,61
Ourense;No Residentes en España;Noviembre;1,39
Ourense;No Residentes en España;Diciembre;1,65
Palencia;Total;Total;2,43
Palencia;Total;Enero;2,3
Palencia;Total;Febrero;2,31
Palencia;Total;Marzo;2,38
Palencia;Total;Abril;2,44
Palencia;Total;Mayo;2,02
Palencia;Total;Junio;2,04
Palencia;Total;Julio;2,64
Palencia;Total;Agosto;3,14
Palencia;Total;Septiembre;2,21
Palencia;Total;Octubre;2,11
Palencia;Total;Noviembre;2,35
Palencia;Total;Diciembre;2,7
Palencia;Residentes en España;Total;2,55
Palencia;Residentes en España;Enero;2,42
Palencia;Residentes en España;Febrero;2,32
Palencia;Residentes en España;Marzo;2,48
Palencia;Residentes en España;Abril;2,46
Palencia;Residentes en España;Mayo;2,11
Palencia;Residentes en España;Junio;1,96
Palencia;Residentes en España;Julio;2,86
Palencia;Residentes en España;Agosto;3,45
Palencia;Residentes en España;Septiembre;2,28
Palencia;Residentes en España;Octubre;2,24
Palencia;Residentes en España;Noviembre;2,42
Palencia;Residentes en España;Diciembre;2,84
Palencia;No Residentes en España;Total;1,83
Palencia;No Residentes en España;Enero;1,45
Palencia;No Residentes en España;Febrero;2,24
Palencia;No Residentes en España;Marzo;1,78
Palencia;No Residentes en España;Abril;2,29
Palencia;No Residentes en España;Mayo;1,73
Palencia;No Residentes en España;Junio;2,4
Palencia;No Residentes en España;Julio;1,81
Palencia;No Residentes en España;Agosto;1,72
Palencia;No Residentes en España;Septiembre;1,88
Palencia;No Residentes en España;Octubre;1,51
Palencia;No Residentes en España;Noviembre;1,66
Palencia;No Residentes en España;Diciembre;1,6
Palmas, Las;Total;Total;3,41
Palmas, Las;Total;Enero;3,89
Palmas, Las;Total;Febrero;3,81
Palmas, Las;Total;Marzo;3,78
Palmas, Las;Total;Abril;3,71
Palmas, Las;Total;Mayo;2,78
Palmas, Las;Total;Junio;2,6
Palmas, Las;Total;Julio;3,17
Palmas, Las;Total;Agosto;3,4
Palmas, Las;Total;Septiembre;3,14
Palmas, Las;Total;Octubre;3,28
Palmas, Las;Total;Noviembre;3,49
